eta,grid,time,nonlinear_iterations
0.1,32,0.004893707252978514,2
0.1,32,0.005384077978276365,2
0.1,32,0.005923485776104002,2
0.1,32,0.006516834353714403,2
0.1,32,0.007169517789085845,2
0.1,32,0.00788746956799443,2
0.1,32,0.008677216524793875,2
0.1,32,0.009545938177273262,2
0.1,32,0.01050153199500059,2
0.1,32,0.01155268519450065,2
0.1,32,0.01270895371395072,2
0.1,32,0.01398084908534579,2
0.1,32,0.01537993399388037,2
0.1,32,0.01691892739326841,2
0.1,32,0.01861182013259525,2
0.1,32,0.02047400214585477,2
0.1,32,0.02252240236044025,2
0.1,32,0.02477564259648428,2
0.1,32,0.02725420685613271,2
0.1,32,0.02998062754174599,3
0.1,32,0.03297969029592059,3
0.1,32,0.03627865932551265,3
0.1,32,0.03990752525806392,3
0.1,32,0.04389927778387032,3
0.1,32,0.0481445577826788,3
0.1,32,0.05230256083788608,3
0.1,32,0.05636726579346925,3
0.1,32,0.06035124966152763,3
0.1,32,0.0642659771764241,3
0.1,32,0.06812106250438411,3
0.1,32,0.07192459136241147,3
0.1,32,0.07568341750168538,3
0.1,32,0.07940339290729126,3
0.1,32,0.08308954683808507,3
0.1,32,0.08674622681741569,3
0.1,32,0.09037721100788398,3
0.1,32,0.09398579877176474,3
0.1,32,0.09757488439322674,3
0.1,32,0.1,3
0.1,64,1e-06,2
0.1,64,2.1e-06,2
0.1,64,3.31e-06,2
0.1,64,4.641000000000001e-06,2
0.1,64,6.105100000000001e-06,2
0.1,64,7.715610000000002e-06,2
0.1,64,9.487171000000002e-06,2
0.1,64,1.14358881e-05,2
0.1,64,1.357947691e-05,2
0.1,64,1.5937424601e-05,2
0.1,64,1.853116706110001e-05,2
0.1,64,2.138428376721001e-05,2
0.1,64,2.452271214393101e-05,2
0.1,64,2.797498335832411e-05,2
0.1,64,3.177248169415653e-05,2
0.1,64,3.594972986357219e-05,2
0.1,64,4.05447028499294e-05,2
0.1,64,4.559917313492235e-05,2
0.1,64,5.115909044841459e-05,2
0.1,64,5.727499949325605e-05,2
0.1,64,6.400249944258165e-05,2
0.1,64,7.140274938683982e-05,2
0.1,64,7.954302432552381e-05,2
0.1,64,8.849732675807619e-05,2
0.1,64,9.834705943388383e-05,2
0.1,64,0.0001091817653772722,2
0.1,64,0.0001210999419149994,2
0.1,64,0.0001342099361064994,2
0.1,64,0.0001486309297171494,2
0.1,64,0.0001644940226888643,2
0.1,64,0.0001819434249577508,2
0.1,64,0.0002011377674535259,2
0.1,64,0.0002222515441988785,2
0.1,64,0.0002454766986187664,2
0.1,64,0.000271024368480643,2
0.1,64,0.0002991268053287073,2
0.1,64,0.0003300394858615781,2
0.1,64,0.0003640434344477359,3
0.1,64,0.0004014477778925096,3
0.1,64,0.0004425925556817605,3
0.1,64,0.0004878518112499367,3
0.1,64,0.0005376369923749304,3
0.1,64,0.0005924006916124235,3
0.1,64,0.0006526407607736659,3
0.1,64,0.0007189048368510325,3
0.1,64,0.0007917953205361358,3
0.1,64,0.0008719748525897494,3
0.1,64,0.0009601723378487245,3
0.1,64,0.001057189571633597,3
0.1,64,0.001163908528796957,3
0.1,64,0.001281299381676653,3
0.1,64,0.001410429319844318,3
0.1,64,0.00155247225182875,3
0.1,64,0.001708719477011625,3
0.1,64,0.001880591424712788,3
0.1,64,0.002069650567184067,3
0.1,64,0.002277615623902474,3
0.1,64,0.002506377186292721,3
0.1,64,0.002758014904921994,3
0.1,64,0.003034816395414193,3
0.1,64,0.003339298034955613,3
0.1,64,0.003674227838451174,3
0.1,64,0.004042650622296292,3
0.1,64,0.004447915684525921,3
0.1,64,0.004893707252978514,3
0.1,64,0.005384077978276365,3
0.1,64,0.005923485776104002,3
0.1,64,0.006516834353714403,3
0.1,64,0.007169517789085845,3
0.1,64,0.00788746956799443,3
0.1,64,0.008677216524793875,3
0.1,64,0.009545938177273262,3
0.1,64,0.01050153199500059,3
0.1,64,0.01155268519450065,3
0.1,64,0.01270895371395072,3
0.1,64,0.01398084908534579,3
0.1,64,0.01537993399388037,3
0.1,64,0.01691892739326841,3
0.1,64,0.01861182013259525,3
0.1,64,0.02047400214585477,3
0.1,64,0.02252240236044025,3
0.1,64,0.02462233541950711,3
0.1,64,0.02667670804779485,3
0.1,64,0.02868668814746281,3
0.1,64,0.0306583624576515,3
0.1,64,0.03259708454793458,3
0.1,64,0.03450734630345794,3
0.1,64,0.03639293579119665,3
0.1,64,0.03825707246980702,3
0.1,64,0.04010251221156264,3
0.1,64,0.04193162938838325,3
0.1,64,0.04374648184310942,3
0.1,64,0.04554886293595019,3
0.1,64,0.04734034370356806,3
0.1,64,0.04912230736540119,3
0.1,64,0.05089597784459257,3
0.1,64,0.05266244356411427,3
0.1,64,0.0544226774829288,3
0.1,64,0.05617755411924222,3
0.1,64,0.05792786414568229,3
0.1,64,0.05967432701900192,3
0.1,64,0.06141760201379957,3
0.1,64,0.06315829795795862,3
0.1,64,0.06488842260811967,3
0.1,64,0.06655966837317158,3
0.1,64,0.0681798799918043,3
0.1,64,0.06975882220052648,3
0.1,64,0.07130479870199889,3
0.1,64,0.07282482758168211,3
0.1,64,0.07432494586168484,3
0.1,64,0.07581044297982954,3
0.1,64,0.0772860351317735,3
0.1,64,0.07875599763697921,3
0.1,64,0.08022426725192525,3
0.1,64,0.08169452246666795,3
0.1,64,0.08317024722278002,3
0.1,64,0.08465478169532366,3
0.1,64,0.08615136246281657,3
0.1,64,0.08764486628860577,3
0.1,64,0.08907220150254803,3
0.1,64,0.09043928656185138,3
0.1,64,0.09175527428476672,3
0.1,64,0.09302791963425855,3
0.1,64,0.09426363976157938,3
0.1,64,0.09546781083229597,3
0.1,64,0.09664500153580868,3
0.1,64,0.09779371578956458,3
0.1,64,0.09891584503325912,3
0.1,64,0.1,3
0.1,128,1e-06,2
0.1,128,2.1e-06,2
0.1,128,3.31e-06,2
0.1,128,4.641000000000001e-06,2
0.1,128,6.105100000000001e-06,2
0.1,128,7.715610000000002e-06,2
0.1,128,9.487171000000002e-06,2
0.1,128,1.14358881e-05,2
0.1,128,1.357947691e-05,2
0.1,128,1.5937424601e-05,2
0.1,128,1.853116706110001e-05,2
0.1,128,2.138428376721001e-05,2
0.1,128,2.452271214393101e-05,2
0.1,128,2.797498335832411e-05,2
0.1,128,3.177248169415653e-05,2
0.1,128,3.594972986357219e-05,2
0.1,128,4.05447028499294e-05,2
0.1,128,4.559917313492235e-05,2
0.1,128,5.115909044841459e-05,2
0.1,128,5.727499949325605e-05,2
0.1,128,6.400249944258165e-05,2
0.1,128,7.140274938683982e-05,2
0.1,128,7.954302432552381e-05,2
0.1,128,8.849732675807619e-05,2
0.1,128,9.834705943388383e-05,2
0.1,128,0.0001091817653772722,2
0.1,128,0.0001210999419149994,3
0.1,128,0.0001342099361064994,3
0.1,128,0.0001486309297171494,3
0.1,128,0.0001644940226888643,3
0.1,128,0.0001819434249577508,3
0.1,128,0.0002011377674535259,3
0.1,128,0.0002222515441988785,3
0.1,128,0.0002454766986187664,3
0.1,128,0.000271024368480643,3
0.1,128,0.0002991268053287073,3
0.1,128,0.0003300394858615781,3
0.1,128,0.0003640434344477359,3
0.1,128,0.0004014477778925096,3
0.1,128,0.0004425925556817605,3
0.1,128,0.0004878518112499367,3
0.1,128,0.0005376369923749304,3
0.1,128,0.0005924006916124235,3
0.1,128,0.0006526407607736659,3
0.1,128,0.0007189048368510325,3
0.1,128,0.0007917953205361358,3
0.1,128,0.0008719748525897494,3
0.1,128,0.0009601723378487245,3
0.1,128,0.001057189571633597,3
0.1,128,0.001163908528796957,3
0.1,128,0.001281299381676653,3
0.1,128,0.001410429319844318,3
0.1,128,0.00155247225182875,3
0.1,128,0.001708719477011625,3
0.1,128,0.001880591424712788,3
0.1,128,0.002069650567184067,3
0.1,128,0.002277615623902474,3
0.1,128,0.002506377186292721,3
0.1,128,0.002758014904921994,4
0.1,128,0.003034816395414193,4
0.1,128,0.003339298034955613,4
0.1,128,0.003674227838451174,3
0.1,128,0.004042650622296292,3
0.1,128,0.004447915684525921,3
0.1,128,0.004893707252978514,3
0.1,128,0.005384077978276365,3
0.1,128,0.005923485776104002,3
0.1,128,0.006516834353714403,3
0.1,128,0.007169517789085845,3
0.1,128,0.00788746956799443,3
0.1,128,0.008677216524793875,3
0.1,128,0.009545938177273262,3
0.1,128,0.01050153199500059,3
0.1,128,0.01155268519450065,3
0.1,128,0.01260183789413914,3
0.1,128,0.01362782209330592,3
0.1,128,0.014632740888303,3
0.1,128,0.01561954950562471,3
0.1,128,0.01659077903006903,3
0.1,128,0.01754855891007462,3
0.1,128,0.0184946940441256,3
0.1,128,0.01943072723574582,3
0.1,128,0.02035798781489322,3
0.1,128,0.02127762990007296,3
0.1,128,0.02219066292192069,3
0.1,128,0.023097976297852,3
0.1,128,0.02400035963708895,3
0.1,128,0.02489851949904451,3
0.1,128,0.02579309347572041,3
0.1,128,0.02668466218767702,3
0.1,128,0.02757375965164238,3
0.1,128,0.02846088238136748,3
0.1,128,0.0293464975119517,3
0.1,128,0.03023105018457792,3
0.1,128,0.03111497038842435,3
0.1,128,0.03199867942576191,3
0.1,128,0.03288259614202262,3
0.1,128,0.03376714304252237,3
0.1,128,0.03465275239929922,3
0.1,128,0.03553776819321412,3
0.1,128,0.0364209974072754,3
0.1,128,0.03730489651443399,3
0.1,128,0.03816269495486018,3
0.1,128,0.03897011598373804,3
0.1,128,0.03973402045955324,3
0.1,128,0.0404618118913858,3
0.1,128,0.0411594203408434,3
0.1,128,0.04183156986593019,3
0.1,128,0.04248208997080465,3
0.1,128,0.04311413969776962,3
0.1,128,0.04373036643965682,3
0.1,128,0.0443330208453537,3
0.1,128,0.04492404176729854,3
0.1,128,0.04550512027633701,3
0.1,128,0.04607774872422121,3
0.1,128,0.04664325891293243,3
0.1,128,0.0472028521849885,3
0.1,128,0.04775762342151381,3
0.1,128,0.04830858037221122,3
0.1,128,0.04885665935040363,3
0.1,128,0.04940273804882922,3
0.1,128,0.04994764603061509,3
0.1,128,0.05049217330040649,3
0.1,128,0.05103707724665307,3
0.1,128,0.05158308815640332,3
0.1,128,0.05213091343091935,3
0.1,128,0.05268124056865629,4
0.1,128,0.05323473892810816,4
0.1,128,0.05379206023468475,4
0.1,128,0.05435383775296147,4
0.1,128,0.05492068401002005,4
0.1,128,0.05549318693255956,4
0.1,128,0.05607190425996532,4
0.1,128,0.05665735613562809,4
0.1,128,0.05722350138420843,4
0.1,128,0.05776187658058943,4
0.1,128,0.05827641510135018,4
0.1,128,0.05877099545513324,4
0.1,128,0.05924874141336154,4
0.1,128,0.05971217049399874,4
0.1,128,0.06016334349422418,4
0.1,128,0.06060397297005673,4
0.1,128,0.06103550155122996,4
0.1,128,0.06145915960028428,4
0.1,128,0.06187600850710759,4
0.1,128,0.06228697378539848,4
0.1,128,0.06269287079888844,4
0.1,128,0.06309442508606695,4
0.1,128,0.06349228868771768,4
0.1,128,0.06388705350140055,4
0.1,128,0.06427926242327181,4
0.1,128,0.06466941884783484,4
0.1,128,0.06505799495404566,4
0.1,128,0.06544543909632904,4
0.1,128,0.06583218253361081,4
0.1,128,0.06621864566505091,4
0.1,128,0.06660524389626783,4
0.1,128,0.06699239323294963,4
0.1,128,0.06738051568735583,4
0.1,128,0.0677700445839263,4
0.1,128,0.06816142985937317,4
0.1,128,0.06855514346713137,4
0.1,128,0.06895168501388393,4
0.1,128,0.06935158777637213,4
0.1,128,0.06975542527043528,4
0.1,128,0.07016381857287425,4
0.1,128,0.07057744463294988,5
0.1,128,0.07099704585775979,5
0.1,128,0.07142344131929623,5
0.1,128,0.07183963559579502,4
0.1,128,0.07225105269642321,5
0.1,128,0.07266593000075393,5
0.1,128,0.07306620660408937,5
0.1,128,0.07345299731572454,4
0.1,128,0.07382832680088812,4
0.1,128,0.07419392194421852,4
0.1,128,0.07455121554053203,4
0.1,128,0.07490140983902925,4
0.1,128,0.07524552713449441,4
0.1,128,0.07558444777391307,4
0.1,128,0.07591893908074301,4
0.1,128,0.07624967775897205,4
0.1,128,0.07657726754649988,4
0.1,128,0.07690225335804331,4
0.1,128,0.0772251328040363,4
0.1,128,0.07754636573137122,4
0.1,128,0.07786638226535687,4
0.1,128,0.07818558971546925,4
0.1,128,0.07850437862464693,4
0.1,128,0.07882312818278311,4
0.1,128,0.07914221118289622,4
0.1,128,0.07946199866867777,4
0.1,128,0.07978286440164629,4
0.1,128,0.08010518926294675,4
0.1,128,0.08042927028239359,4
0.1,128,0.08075401858354102,4
0.1,128,0.08107976656485928,4
0.1,128,0.08140692868408853,4
0.1,128,0.08173593887674695,4
0.1,128,0.08206725247353451,4
0.1,128,0.08240135169163623,4
0.1,128,0.08273875180547066,4
0.1,128,0.08308000801051776,4
0.1,128,0.0834257231644198,4
0.1,128,0.08377655663539309,4
0.1,128,0.0841332345406018,4
0.1,128,0.08449018179022694,4
0.1,128,0.08484083184487506,4
0.1,128,0.08518575891623657,4
0.1,128,0.08552585632854721,4
0.1,128,0.08586193980508623,4
0.1,128,0.08619474340050648,4
0.1,128,0.08652493528812927,4
0.1,128,0.08685313182695313,4
0.1,128,0.08717990936464182,4
0.1,128,0.08750581429436184,4
0.1,128,0.08782951923923854,4
0.1,128,0.08814862659612829,4
0.1,128,0.08846368263332791,4
0.1,128,0.08877532144203459,4
0.1,128,0.08908304466750001,4
0.1,128,0.08938658581772543,4
0.1,128,0.08968649987867784,4
0.1,128,0.08998332664654728,4
0.1,128,0.0902775547018102,4
0.1,128,0.09056962986164718,4
0.1,128,0.09085996439873653,4
0.1,128,0.09114894495464178,4
0.1,128,0.09143693936595451,4
0.1,128,0.09172430267374451,4
0.1,128,0.09201138253515254,4
0.1,128,0.09229852421475365,4
0.1,128,0.09258607530466902,4
0.1,128,0.09287439030353102,4
0.1,128,0.09316383517327252,4
0.1,128,0.09345479198803687,4
0.1,128,0.09374766379059576,4
0.1,128,0.09404287977829769,4
0.1,128,0.09434090095296334,4
0.1,128,0.09464222638794452,4
0.1,128,0.09494740029190961,4
0.1,128,0.09525702008455546,4
0.1,128,0.09557174574689996,4
0.1,128,0.09588366380800396,4
0.1,128,0.09619276951292374,4
0.1,128,0.09649966366907335,4
0.1,128,0.09680493305150321,4
0.1,128,0.09710912668293871,4
0.1,128,0.0974127640242522,4
0.1,128,0.09771634362874448,4
0.1,128,0.09802035087513289,4
0.1,128,0.09832526499022123,4
0.1,128,0.0986315656088885,4
0.1,128,0.09893973908814424,4
0.1,128,0.09925028477120941,4
0.1,128,0.09956142863453411,4
0.1,128,0.09986568055480384,4
0.1,128,0.1,4
0.1,256,1e-06,3
0.1,256,2.1e-06,3
0.1,256,3.31e-06,3
0.1,256,4.641000000000001e-06,3
0.1,256,6.105100000000001e-06,3
0.1,256,7.715610000000002e-06,3
0.1,256,9.487171000000002e-06,3
0.1,256,1.14358881e-05,3
0.1,256,1.357947691e-05,3
0.1,256,1.5937424601e-05,3
0.1,256,1.853116706110001e-05,3
0.1,256,2.138428376721001e-05,3
0.1,256,2.452271214393101e-05,3
0.1,256,2.797498335832411e-05,3
0.1,256,3.177248169415653e-05,3
0.1,256,3.594972986357219e-05,3
0.1,256,4.05447028499294e-05,3
0.1,256,4.559917313492235e-05,3
0.1,256,5.115909044841459e-05,3
0.1,256,5.727499949325605e-05,3
0.1,256,6.400249944258165e-05,3
0.1,256,7.140274938683982e-05,3
0.1,256,7.954302432552381e-05,3
0.1,256,8.849732675807619e-05,3
0.1,256,9.834705943388383e-05,3
0.1,256,0.0001091817653772722,3
0.1,256,0.0001210999419149994,3
0.1,256,0.0001342099361064994,3
0.1,256,0.0001486309297171494,3
0.1,256,0.0001644940226888643,3
0.1,256,0.0001819434249577508,3
0.1,256,0.0002011377674535259,3
0.1,256,0.0002222515441988785,3
0.1,256,0.0002454766986187664,3
0.1,256,0.000271024368480643,3
0.1,256,0.0002991268053287073,3
0.1,256,0.0003300394858615781,3
0.1,256,0.0003640434344477359,3
0.1,256,0.0004014477778925096,3
0.1,256,0.0004425925556817605,3
0.1,256,0.0004878518112499367,3
0.1,256,0.0005376369923749304,3
0.1,256,0.0005924006916124235,3
0.1,256,0.0006526407607736659,3
0.1,256,0.0007189048368510325,3
0.1,256,0.0007917953205361358,3
0.1,256,0.0008719748525897494,4
0.1,256,0.0009601723378487245,4
0.1,256,0.001057189571633597,4
0.1,256,0.001163908528796957,4
0.1,256,0.001281299381676653,4
0.1,256,0.001410429319844318,4
0.1,256,0.00155247225182875,4
0.1,256,0.001708719477011625,4
0.1,256,0.001880591424712788,3
0.1,256,0.002069650567184067,3
0.1,256,0.002277615623902474,3
0.1,256,0.002506377186292721,3
0.1,256,0.002758014904921994,3
0.1,256,0.003034816395414193,3
0.1,256,0.003339298034955613,3
0.1,256,0.003674227838451174,3
0.1,256,0.004042650622296292,3
0.1,256,0.004447915684525921,3
0.1,256,0.004893707252978514,3
0.1,256,0.005384077978276365,3
0.1,256,0.005923485776104002,3
0.1,256,0.006454145986431899,3
0.1,256,0.006973482278200473,3
0.1,256,0.007482963307118398,3
0.1,256,0.007984029866313492,3
0.1,256,0.008477904363579137,3
0.1,256,0.008965625567434408,3
0.1,256,0.009448085749755327,3
0.1,256,0.009926059956141181,3
0.1,256,0.01040022900817516,3
0.1,256,0.01087119787483473,3
0.1,256,0.01133951060725638,3
0.1,256,0.01180566270463979,3
0.1,256,0.0122701115533174,3
0.1,256,0.01273328542342212,3
0.1,256,0.01319559139608123,3
0.1,256,0.01365742251412394,3
0.1,256,0.0141191643911426,4
0.1,256,0.01458120147059834,4
0.1,256,0.01504392309353024,4
0.1,256,0.01550772950646441,4
0.1,256,0.01597303791679805,4
0.1,256,0.0164402886779918,4
0.1,256,0.01689639849933965,4
0.1,256,0.01732659533104529,4
0.1,256,0.01773457137818543,4
0.1,256,0.0181243944103005,4
0.1,256,0.01849931701860913,4
0.1,256,0.01886192893390671,4
0.1,256,0.01921433392895282,4
0.1,256,0.01955827587325596,4
0.1,256,0.01989522738935293,4
0.1,256,0.02022645367133608,4
0.1,256,0.02055305954538575,4
0.1,256,0.02087602494463033,4
0.1,256,0.02119623219699188,4
0.1,256,0.02151448741839152,4
0.1,256,0.02183153759393542,4
0.1,256,0.02214808446232048,4
0.1,256,0.02246479600342502,4
0.1,256,0.02278231611131753,4
0.1,256,0.02310127288065382,4
0.1,256,0.02342228582157654,4
0.1,256,0.02374597223177735,4
0.1,256,0.02407295288334492,4
0.1,256,0.02440385711737802,4
0.1,256,0.0247393273724544,4
0.1,256,0.02508002309418173,4
0.1,256,0.02541506655090168,4
0.1,256,0.02573325380384423,4
0.1,256,0.0260369108478513,4
0.1,256,0.02632869884725018,4
0.1,256,0.02661076101581678,4
0.1,256,0.02688481352192498,4
0.1,256,0.02715225736648986,4
0.1,256,0.0274142588477645,4
0.1,256,0.02767180656535955,4
0.1,256,0.0279257526979351,4
0.1,256,0.0281768435766204,4
0.1,256,0.0284257427913126,4
0.1,256,0.02867304896609892,4
0.1,256,0.02891930964571495,4
0.1,256,0.02916503228397804,4
0.1,256,0.02941069302353811,4
0.1,256,0.02965674374839586,4
0.1,256,0.02990361774235542,4
0.1,256,0.03015173417626735,4
0.1,256,0.03040150156021456,4
0.1,256,0.03065332022352821,4
0.1,256,0.03090758381769923,4
0.1,256,0.03116467976756477,4
0.1,256,0.03142498851668094,4
0.1,256,0.03168888131398245,4
0.1,256,0.03195671615961874,4
0.1,256,0.03222883136029229,5
0.1,256,0.03250553595138265,5
0.1,256,0.03277433327307427,5
0.1,256,0.03303130106417732,5
0.1,256,0.03327821575871128,5
0.1,256,0.03351682313050098,5
0.1,256,0.03374852841660329,5
0.1,256,0.0339744634995296,5
0.1,256,0.03419555330151807,5
0.1,256,0.03441256390829709,5
0.1,256,0.03462613752255272,5
0.1,256,0.03483681850462809,5
0.1,256,0.03503935758586547,5
0.1,256,0.03522860685953652,5
0.1,256,0.03541089141069359,5
0.1,256,0.03559299999631243,5
0.1,256,0.03578130098073466,5
0.1,256,0.03596436353952435,5
0.1,256,0.03613524829322588,5
0.1,256,0.03629860129672945,5
0.1,256,0.036459828589648,4
0.1,256,0.0366241931395191,5
0.1,256,0.03679690988964066,5
0.1,256,0.03697570514713047,5
0.1,256,0.03714259259254014,5
0.1,256,0.03730043253969247,5
0.1,256,0.03745388032766107,4
0.1,256,0.03760764627382155,4
0.1,256,0.03776643709660694,5
0.1,256,0.03793507749405228,5
0.1,256,0.03810940117573471,5
0.1,256,0.03827255041193346,5
0.1,256,0.03842727102911409,5
0.1,256,0.03857799763187681,4
0.1,256,0.03872924936409299,4
0.1,256,0.0388855695805209,5
0.1,256,0.03905163076909744,5
0.1,256,0.03922481649453832,5
0.1,256,0.03938719544190723,5
0.1,256,0.0395415957114495,4
0.1,256,0.03969257767225261,4
0.1,256,0.03984473143722938,4
0.1,256,0.04000263416647134,5
0.1,256,0.04017097628041683,5
0.1,256,0.04034059889814294,5
0.1,256,0.04050066815081119,5
0.1,256,0.04065502978313928,4
0.1,256,0.04080854176068761,5
0.1,256,0.0409659582228702,5
0.1,256,0.0411319961418983,5
0.1,256,0.04130315413973707,5
0.1,256,0.04146556818940949,5
0.1,256,0.0416231030473387,5
0.1,256,0.04178095802823142,5
0.1,256,0.04194410614920739,5
0.1,256,0.04210997967032534,5
0.1,256,0.04227562001243174,5
0.1,256,0.04243772733524707,5
0.1,256,0.04260045621921557,5
0.1,256,0.04276604932461862,5
0.1,256,0.04293222459456493,5
0.1,256,0.0430990729703265,5
0.1,256,0.04326680747636109,5
0.1,256,0.04343565365062383,5
0.1,256,0.04360584667060445,5
0.1,256,0.04377763386519296,5
0.1,256,0.04395127769581041,5
0.1,256,0.0441270590419586,5
0.1,256,0.04430504099115417,5
0.1,256,0.04448468945112478,5
0.1,256,0.04466624635995254,5
0.1,256,0.04485000842937453,4
0.1,256,0.04503629729706282,4
0.1,256,0.0452254073896507,4
0.1,256,0.0454152498369195,4
0.1,256,0.04559891347984521,4
0.1,256,0.04577695579080045,4
0.1,256,0.04595025500102511,4
0.1,256,0.04611955661439292,4
0.1,256,0.04628548045257106,4
0.1,256,0.04644854833228518,4
0.1,256,0.04660920581046472,4
0.1,256,0.04676783852775494,4
0.1,256,0.0469247846794063,4
0.1,256,0.04708034471326387,4
0.1,256,0.04723478901297801,4
0.1,256,0.0473883640980888,4
0.1,256,0.04754129772147815,4
0.1,256,0.04769380314220839,4
0.1,256,0.04784608278104242,4
0.1,256,0.04799833141671092,4
0.1,256,0.04815073904638498,4
0.1,256,0.04830349350956297,4
0.1,256,0.04845678295772602,4
0.1,256,0.04861024244463297,4
0.1,256,0.04876386305748856,4
0.1,256,0.04891784503205816,4
0.1,256,0.04907240069863864,4
0.1,256,0.0492277470633034,4
0.1,256,0.04938410801161439,4
0.1,256,0.04954171706070837,5
0.1,256,0.0497008202730251,5
0.1,256,0.04986141731611518,5
0.1,256,0.05002368442148773,5
0.1,256,0.05018787689858389,5
0.1,256,0.0503542743382443,5
0.1,256,0.05052318209143049,5
0.1,256,0.05069493594075949,5
0.1,256,0.0508699076797992,5
0.1,256,0.05104851169253152,5
0.1,256,0.05122330885925019,5
0.1,256,0.05139321717585274,5
0.1,256,0.05155891510049489,5
0.1,256,0.05172106298036877,5
0.1,256,0.05188021683972804,5
0.1,256,0.05203684658147526,5
0.1,256,0.05219135467378722,5
0.1,256,0.05234409051748575,5
0.1,256,0.05249536147602343,5
0.1,256,0.05264505157039935,5
0.1,256,0.0527930927494991,5
0.1,256,0.05293975837345099,5
0.1,256,0.0530853147102751,5
0.1,256,0.05323000691295986,5
0.1,256,0.05337406309325642,5
0.1,256,0.05351769865121075,5
0.1,256,0.05366112005579101,5
0.1,256,0.0538045281837824,5
0.1,256,0.05394812134222934,5
0.1,256,0.05409209807838807,5
0.1,256,0.05423665986499638,5
0.1,256,0.05438201373830989,5
0.1,256,0.05452837496068266,5
0.1,256,0.05467596977773901,5
0.1,256,0.05482486768224695,5
0.1,256,0.05497468790936286,5
0.1,256,0.05512559874338772,5
0.1,256,0.05527780601029805,5
0.1,256,0.05543153136199876,5
0.1,256,0.05558701439160452,5
0.1,256,0.05574451627674284,5
0.1,256,0.05590432399929997,5
0.1,256,0.05606675522665656,5
0.1,256,0.05623216401920679,5
0.1,256,0.05639854272546239,5
0.1,256,0.05656508787185436,5
0.1,256,0.05673033011807103,5
0.1,256,0.05689081739541825,5
0.1,256,0.05704707076858639,5
0.1,256,0.0571997419791147,5
0.1,256,0.05734938647596022,5
0.1,256,0.05749647342874921,5
0.1,256,0.05764140465622399,5
0.1,256,0.0577845295295404,5
0.1,256,0.05792615640477809,5
0.1,256,0.05806656154462116,5
0.1,256,0.05820599622312673,5
0.1,256,0.05834469250174039,5
0.1,256,0.05848286802641706,5
0.1,256,0.05862073010234477,5
0.1,256,0.05875847923896488,5
0.1,256,0.05889631231404767,5
0.1,256,0.05903442547535705,5
0.1,256,0.0591730168779495,5
0.1,256,0.05931228934182588,5
0.1,256,0.05945245300683241,5
0.1,256,0.05959372805836185,5
0.1,256,0.05973634759796735,5
0.1,256,0.05987931024176217,5
0.1,256,0.06002267485241951,5
0.1,256,0.06016660589268132,5
0.1,256,0.06031127919338759,5
0.1,256,0.06045687976888428,5
0.1,256,0.06060360435607861,5
0.1,256,0.06075166440881984,5
0.1,256,0.06090128941283265,5
0.1,256,0.0610527306016249,5
0.1,256,0.06120626518152757,5
0.1,256,0.06136220119902729,4
0.1,256,0.06152088321676074,4
