variant,eta_target,grid,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
aligned_guard_1p1,0.1,32,1,1e-06,1e-06,1.59750233284723e-05,2,2,4.515169254137223e-08,0
aligned_guard_1p1,0.1,32,2,2.1000000000000002e-06,1.1e-06,1.757278725259354e-05,2,2,5.461351861920422e-08,0
aligned_guard_1p1,0.1,32,3,3.3100000000000005e-06,1.21e-06,1.9330382501225717e-05,2,2,6.599282758128408e-08,0
aligned_guard_1p1,0.1,32,4,4.641000000000001e-06,1.3310000000000003e-06,2.1263803741757902e-05,2,2,8.027129977188464e-08,0
aligned_guard_1p1,0.1,32,5,6.105100000000001e-06,1.4641000000000003e-06,2.3390647530700048e-05,2,2,9.68104637147419e-08,0
aligned_guard_1p1,0.1,32,6,7.715610000000002e-06,1.6105100000000006e-06,2.5730273010490045e-05,2,2,1.1744654544817703e-07,0
aligned_guard_1p1,0.1,32,7,9.487171000000002e-06,1.7715610000000007e-06,2.8303978784364603e-05,2,2,1.4208556238855417e-07,0
aligned_guard_1p1,0.1,32,8,1.1435888100000002e-05,1.948717100000001e-06,3.113519760605686e-05,2,2,1.7184547035280426e-07,0
aligned_guard_1p1,0.1,32,9,1.3579476910000003e-05,2.1435888100000012e-06,3.424971069621919e-05,2,2,2.0804541402155177e-07,0
aligned_guard_1p1,0.1,32,10,1.5937424601000003e-05,2.3579476910000015e-06,3.767588367899772e-05,2,2,2.5170511383760164e-07,0
aligned_guard_1p1,0.1,32,11,1.8531167061100006e-05,2.5937424601000017e-06,4.144492634093756e-05,2,2,3.0456170583230486e-07,0
aligned_guard_1p1,0.1,32,12,2.1384283767210007e-05,2.853116706110002e-06,4.559117864324101e-05,2,2,3.6851359744454204e-07,0
aligned_guard_1p1,0.1,32,13,2.452271214393101e-05,3.1384283767210024e-06,5.015242566895657e-05,2,2,4.461057496776414e-07,0
aligned_guard_1p1,0.1,32,14,2.7974983358324114e-05,3.452271214393103e-06,5.517024447217984e-05,2,2,5.396737610615575e-07,0
aligned_guard_1p1,0.1,32,15,3.177248169415653e-05,3.7974983358324136e-06,6.069038609988066e-05,2,2,6.530169486733154e-07,0
aligned_guard_1p1,0.1,32,16,3.5949729863572185e-05,4.177248169415655e-06,6.67631964110022e-05,2,2,7.903532905536048e-07,0
aligned_guard_1p1,0.1,32,17,4.0544702849929404e-05,4.594972986357221e-06,7.344407969460353e-05,2,2,9.564321880355525e-07,0
aligned_guard_1p1,0.1,32,18,4.559917313492235e-05,5.0544702849929435e-06,8.079400951701225e-05,2,2,1.1573552497159416e-06,0
aligned_guard_1p1,0.1,32,19,5.115909044841459e-05,5.559917313492238e-06,8.888009170503944e-05,2,2,1.4005978576090831e-06,0
aligned_guard_1p1,0.1,32,20,5.727499949325605e-05,6.115909044841462e-06,9.777618489761413e-05,2,2,1.6950135374292015e-06,0
aligned_guard_1p1,0.1,32,21,6.400249944258165e-05,6.727499949325609e-06,0.00010756358593056436,3,3,2.1196819981397237e-10,0
aligned_guard_1p1,0.1,32,22,7.140274938683982e-05,7.40024994425817e-06,0.00011833177970010788,3,3,2.601399868556315e-10,0
aligned_guard_1p1,0.1,32,23,7.954302432552381e-05,8.140274938683989e-06,0.00013017927762124776,3,3,4.0804378390599494e-10,0
aligned_guard_1p1,0.1,32,24,8.84973267580762e-05,8.954302432552388e-06,0.00014321453170877013,3,3,5.295741536533978e-10,0
aligned_guard_1p1,0.1,32,25,9.834705943388383e-05,9.849732675807628e-06,0.00015755694864689798,3,3,6.864265651229378e-10,0
aligned_guard_1p1,0.1,32,26,0.00010918176537727222,1.0834705943388392e-05,0.00017333800822267142,3,3,8.809165991900665e-10,0
aligned_guard_1p1,0.1,32,27,0.00012109994191499945,1.1918176537727232e-05,0.0001907024984167834,3,3,1.1901984287453028e-09,0
aligned_guard_1p1,0.1,32,28,0.0001342099361064994,1.3109994191499957e-05,0.00020980987982876595,3,3,1.6447592377728157e-09,0
aligned_guard_1p1,0.1,32,29,0.00014863092971714937,1.4420993610649954e-05,0.0002308357935874329,3,3,2.1754108617673782e-09,0
aligned_guard_1p1,0.1,32,30,0.00016449402268886432,1.586309297171495e-05,0.0002539737285710615,3,3,2.889361109527758e-09,0
aligned_guard_1p1,0.1,32,31,0.00018194342495775077,1.7449402268886447e-05,0.00027943686565077815,3,3,3.8113514029737115e-09,0
aligned_guard_1p1,0.1,32,32,0.00020113776745352586,1.9194342495775094e-05,0.00030746011881487673,3,3,5.109733993778256e-09,0
aligned_guard_1p1,0.1,32,33,0.00022225154419887848,2.1113776745352607e-05,0.00033830239546731977,3,3,6.7980695849316095e-09,0
aligned_guard_1p1,0.1,32,34,0.00024547669861876636,2.322515441988787e-05,0.00037224910096549015,3,3,9.05646895319758e-09,0
aligned_guard_1p1,0.1,32,35,0.000271024368480643,2.554766986187666e-05,0.000409614915627226,3,3,1.207658494042647e-08,0
aligned_guard_1p1,0.1,32,36,0.00029912680532870735,2.8102436848064327e-05,0.0004507468760506808,3,3,1.607055610335978e-08,0
aligned_guard_1p1,0.1,32,37,0.0003300394858615781,3.091268053287076e-05,0.0004960277967314777,3,3,2.13962086677896e-08,0
aligned_guard_1p1,0.1,32,38,0.0003640434344477359,3.4003948586157844e-05,0.0005458800727162151,3,3,2.8514882427055307e-08,0
aligned_guard_1p1,0.1,32,39,0.00040144777789250956,3.7404343444773634e-05,0.0006007699094964211,3,3,3.7981339525997905e-08,0
aligned_guard_1p1,0.1,32,40,0.00044259255568176054,4.1144777789251e-05,0.0006612120326468191,3,3,5.060885761123573e-08,0
aligned_guard_1p1,0.1,32,41,0.00048785181124993667,4.52592555681761e-05,0.0007277749369881348,3,3,6.74535282247399e-08,0
aligned_guard_1p1,0.1,32,42,0.0005376369923749304,4.978518112499371e-05,0.0008010867434718771,3,3,8.990247382372255e-08,0
aligned_guard_1p1,0.1,32,43,0.0005924006916124235,5.4763699237493086e-05,0.0008818417417410089,3,3,1.198430806041554e-07,0
aligned_guard_1p1,0.1,32,44,0.0006526407607736659,6.02400691612424e-05,0.0009708077076543263,3,3,1.5977718449677166e-07,0
aligned_guard_1p1,0.1,32,45,0.0007189048368510325,6.626407607736664e-05,0.0010688340982420177,3,3,2.1304124017475982e-07,0
aligned_guard_1p1,0.1,32,46,0.0007917953205361358,7.289048368510331e-05,0.0011768612419186294,3,3,2.8412915489650946e-07,0
aligned_guard_1p1,0.1,32,47,0.0008719748525897494,8.017953205361364e-05,0.0012959306596987377,3,3,3.7900335557888417e-07,0
aligned_guard_1p1,0.1,32,48,0.0009601723378487245,8.819748525897502e-05,0.0014271966740929353,3,3,5.056780778235929e-07,0
