variant,eta_target,grid,trial,accepted_step_candidate,t_start,dt_try,t_trial,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,solver_converged,violates_guard,accepted
aligned_guard_1p1,0.1,64,14,14,2.452271214393101e-05,3.452271214393103e-06,2.7974983358324114e-05,0.00011046104724515249,3,3,5.511635664821383e-10,True,False,True
aligned_guard_1p1,0.1,64,15,15,2.7974983358324114e-05,3.7974983358324136e-06,3.177248169415653e-05,0.00012151874161105432,3,3,8.623578516713705e-10,True,False,True
aligned_guard_1p1,0.1,64,16,16,3.177248169415653e-05,4.177248169415655e-06,3.5949729863572185e-05,0.0001336846383607887,3,3,1.1349688781340958e-09,True,False,True
aligned_guard_1p1,0.1,64,17,17,3.5949729863572185e-05,4.594972986357221e-06,4.0544702849929404e-05,0.00014707006836052504,3,3,1.6929214063574312e-09,True,False,True
aligned_guard_1p1,0.1,64,18,18,4.0544702849929404e-05,5.0544702849929435e-06,4.559917313492235e-05,0.0001617976026986769,3,3,2.032285263581214e-09,True,False,True
aligned_guard_1p1,0.1,64,19,19,4.559917313492235e-05,5.559917313492238e-06,5.115909044841459e-05,0.00017800219917357381,3,3,2.836930153503637e-09,True,False,True
aligned_guard_1p1,0.1,64,20,20,5.115909044841459e-05,6.115909044841462e-06,5.727499949325605e-05,0.00019583246813884155,3,3,3.800062914821129e-09,True,False,True
aligned_guard_1p1,0.1,64,21,21,5.727499949325605e-05,6.727499949325609e-06,6.400249944258165e-05,0.00021545207062442903,3,3,4.996318379285066e-09,True,False,True
aligned_guard_1p1,0.1,64,22,22,6.400249944258165e-05,7.40024994425817e-06,7.140274938683982e-05,0.00023704126315248316,3,3,6.694429564687918e-09,True,False,True
aligned_guard_1p1,0.1,64,23,23,7.140274938683982e-05,8.140274938683989e-06,7.954302432552381e-05,0.00026079860535762966,3,3,8.918020859534903e-09,True,False,True
aligned_guard_1p1,0.1,64,24,24,7.954302432552381e-05,8.954302432552388e-06,8.84973267580762e-05,0.0002869428484291067,3,3,1.1899875114562575e-08,True,False,True
aligned_guard_1p1,0.1,64,25,25,8.84973267580762e-05,9.849732675807628e-06,9.834705943388383e-05,0.0003157150245603796,3,3,1.588805427578392e-08,True,False,True
aligned_guard_1p1,0.1,64,26,26,9.834705943388383e-05,1.0834705943388392e-05,0.00010918176537727222,0.0003473807600452316,3,3,2.110486552328871e-08,True,False,True
aligned_guard_1p1,0.1,64,27,27,0.00010918176537727222,1.1918176537727232e-05,0.00012109994191499945,0.0003822328374513606,3,3,2.8097185461251175e-08,True,False,True
aligned_guard_1p1,0.1,64,28,28,0.00012109994191499945,1.3109994191499957e-05,0.0001342099361064994,0.0004205940354852548,3,3,3.745335795428768e-08,True,False,True
aligned_guard_1p1,0.1,64,29,29,0.0001342099361064994,1.4420993610649954e-05,0.00014863092971714937,0.000462820278789287,3,3,4.992189677325431e-08,True,False,True
aligned_guard_1p1,0.1,64,30,30,0.00014863092971714937,1.586309297171495e-05,0.00016449402268886432,0.0005093041340656156,3,3,6.643872436515759e-08,True,False,True
aligned_guard_1p1,0.1,64,31,31,0.00016449402268886432,1.7449402268886447e-05,0.00018194342495775077,0.0005604786936764945,3,3,8.85902347345525e-08,True,False,True
aligned_guard_1p1,0.1,64,32,32,0.00018194342495775077,1.9194342495775094e-05,0.00020113776745352586,0.0006168218933360639,3,3,1.179927302263728e-07,True,False,True
aligned_guard_1p1,0.1,64,33,33,0.00020113776745352586,2.1113776745352607e-05,0.00022225154419887848,0.0006788613167863087,3,3,1.5723574970726985e-07,True,False,True
aligned_guard_1p1,0.1,64,34,34,0.00022225154419887848,2.322515441988787e-05,0.00024547669861876636,0.0007471795475994875,3,3,2.0950210562336689e-07,True,False,True
aligned_guard_1p1,0.1,64,35,35,0.00024547669861876636,2.554766986187666e-05,0.000271024368480643,0.0008224201366054293,3,3,2.792214227408001e-07,True,False,True
aligned_guard_1p1,0.1,64,36,36,0.000271024368480643,2.8102436848064327e-05,0.00029912680532870735,0.0009052942631219467,3,3,3.7221411591150647e-07,True,False,True
aligned_guard_1p1,0.1,64,37,37,0.00029912680532870735,3.091268053287076e-05,0.0003300394858615781,0.0009965881793728914,3,3,4.962245583948995e-07,True,False,True
aligned_guard_1p1,0.1,64,38,38,0.0003300394858615781,3.4003948586157844e-05,0.0003640434344477359,0.0010971715404893205,3,3,6.616746112584873e-07,True,False,True
aligned_guard_1p1,0.1,64,39,39,0.0003640434344477359,3.7404343444773634e-05,0.00040144777789250956,0.0012080067376112615,3,3,8.824332511643277e-07,True,False,True
aligned_guard_1p1,0.1,64,40,40,0.00040144777789250956,4.1144777789251e-05,0.00044259255568176054,0.0013301593691995013,3,3,1.1770894886588255e-06,True,False,True
aligned_guard_1p1,0.1,64,41,41,0.00044259255568176054,4.52592555681761e-05,0.00048785181124993667,0.0014648100061704647,3,3,1.5704844771762336e-06,True,False,True
aligned_guard_1p1,0.1,64,42,42,0.00048785181124993667,4.978518112499371e-05,0.0005376369923749304,0.00161326743683695,4,4,3.3187604836726483e-09,True,False,True
aligned_guard_1p1,0.1,64,43,43,0.0005376369923749304,5.4763699237493086e-05,0.0005924006916124235,0.001776983563260333,4,4,4.883300115317982e-09,True,False,True
aligned_guard_1p1,0.1,64,44,44,0.0005924006916124235,6.02400691612424e-05,0.0006526407607736659,0.001957570272335567,4,4,7.167396554782449e-09,True,False,True
aligned_guard_1p1,0.1,64,45,45,0.0006526407607736659,6.626407607736664e-05,0.0007189048368510325,0.0021568184554035183,4,4,1.0537254950120323e-08,True,False,True
aligned_guard_1p1,0.1,64,46,46,0.0007189048368510325,7.289048368510331e-05,0.0007917953205361358,0.0023767195723575726,4,4,1.547572068384957e-08,True,False,True
aligned_guard_1p1,0.1,64,47,47,0.0007917953205361358,8.017953205361364e-05,0.0008719748525897494,0.002619490106464507,4,4,2.2750866395390867e-08,True,False,True
aligned_guard_1p1,0.1,64,48,48,0.0008719748525897494,8.819748525897502e-05,0.0009601723378487245,0.0028875993486791153,4,4,3.34658433386747e-08,True,False,True
aligned_guard_1p1,0.1,64,49,49,0.0009601723378487245,9.701723378487253e-05,0.001057189571633597,0.0031838010159376887,4,4,4.9237547808297117e-08,True,False,True
aligned_guard_1p1,0.1,64,50,50,0.001057189571633597,0.00010671895716335979,0.001163908528796957,0.003511169289261731,4,4,7.250612471701887e-08,True,False,True
aligned_guard_1p1,0.1,64,51,51,0.001163908528796957,0.00011739085287969578,0.0012812993816766526,0.003873139951591983,4,4,1.0680299559018593e-07,True,False,True
aligned_guard_1p1,0.1,64,52,52,0.0012812993816766526,0.00012912993816766537,0.001410429319844318,0.004273557413609685,4,4,1.5743733979763385e-07,True,False,True
aligned_guard_1p1,0.1,64,53,53,0.001410429319844318,0.00014204293198443192,0.00155247225182875,0.004716728539884932,4,4,2.3221753570641188e-07,True,False,True
aligned_guard_1p1,0.1,64,54,54,0.00155247225182875,0.00015624722518287512,0.0017087194770116251,0.005207484328739496,4,4,3.4278948430067943e-07,True,False,True
aligned_guard_1p1,0.1,64,55,55,0.0017087194770116251,0.00017187194770116264,0.0018805914247127878,0.0057543639679594645,4,4,5.064255682793292e-07,True,False,True
aligned_guard_1p1,0.1,64,56,56,0.0018805914247127878,0.00018905914247127894,0.0020696505671840668,0.006361392654947478,4,4,7.488437262651182e-07,True,False,True
aligned_guard_1p1,0.1,64,57,57,0.0020696505671840668,0.00020796505671840686,0.0022776156239024737,0.007035666581632686,4,4,1.1084103349384416e-06,True,False,True
aligned_guard_1p1,0.1,64,58,58,0.0022776156239024737,0.00022876156239024756,0.0025063771862927214,0.007785249307470391,4,4,1.6424386289806101e-06,True,False,True
aligned_guard_1p1,0.1,64,59,59,0.0025063771862927214,0.00025163771862927233,0.0027580149049219937,0.008619278446101764,5,5,1.949347838171019e-08,True,False,True
aligned_guard_1p1,0.1,64,60,60,0.0027580149049219937,0.0002768014904921996,0.0030348163954141932,0.00954812379048642,5,5,3.1848774556036714e-08,True,False,True
aligned_guard_1p1,0.1,64,61,61,0.0030348163954141932,0.0003044816395414196,0.0033392980349556127,0.010583570043557219,5,5,5.210905789556428e-08,True,False,True
aligned_guard_1p1,0.1,64,62,62,0.0033392980349556127,0.00033492980349556157,0.0036742278384511743,0.011739045736581303,5,5,8.539557537394956e-08,True,False,True
aligned_guard_1p1,0.1,64,63,63,0.0036742278384511743,0.00036842278384511775,0.004042650622296292,0.013029826039330386,5,5,1.401918215570745e-07,True,False,True
aligned_guard_1p1,0.1,64,64,64,0.004042650622296292,0.0004052650622296296,0.004447915684525921,0.014473332755547332,5,5,2.3059981980479215e-07,True,False,True
aligned_guard_1p1,0.1,64,65,65,0.004447915684525921,0.0004457915684525926,0.004893707252978514,0.016089451186017095,5,5,3.801230326042294e-07,True,False,True
aligned_guard_1p1,0.1,64,66,66,0.004893707252978514,0.0004903707252978519,0.005384077978276365,0.017900882439471,5,5,6.280877251028158e-07,True,False,True
aligned_guard_1p1,0.1,64,67,67,0.005384077978276365,0.0005394077978276372,0.005923485776104002,0.019933541852634903,5,5,1.0405219148748191e-06,True,False,True
aligned_guard_1p1,0.1,64,68,68,0.005923485776104002,0.000593348577610401,0.006516834353714403,0.02221699959924784,5,5,1.7287577552432594e-06,True,False,True
aligned_guard_1p1,0.1,64,69,69,0.006516834353714403,0.0006526834353714411,0.007169517789085845,0.024784959541619786,6,6,5.961721633406838e-08,True,False,True
aligned_guard_1p1,0.1,64,70,70,0.007169517789085845,0.0007179517789085853,0.00788746956799443,0.027675767178699268,6,6,1.0964346740439068e-07,True,False,True
aligned_guard_1p1,0.1,64,71,71,0.00788746956799443,0.0007897469567994438,0.008677216524793875,0.030932932022411395,6,6,2.0243112836440684e-07,True,False,True
aligned_guard_1p1,0.1,64,72,72,0.008677216524793875,0.0008687216524793883,0.009545938177273262,0.03460563766732858,6,6,3.7533397860521694e-07,True,False,True
aligned_guard_1p1,0.1,64,73,73,0.009545938177273262,0.0009555938177273272,0.01050153199500059,0.0387492021008275,6,6,6.992010003654836e-07,True,False,True
aligned_guard_1p1,0.1,64,74,74,0.01050153199500059,0.00105115319950006,0.01155268519450065,0.043425433428529024,6,6,1.309295592813026e-06,True,False,True
aligned_guard_1p1,0.1,64,75,75,0.01155268519450065,0.001156268519450066,0.012708953713950717,0.048702807501770945,7,7,9.016599231736043e-08,True,False,True
aligned_guard_1p1,0.1,64,76,76,0.012708953713950717,0.0012718953713950728,0.01398084908534579,0.05465637250206998,7,7,1.8789711389255424e-07,True,False,True
aligned_guard_1p1,0.1,64,77,77,0.01398084908534579,0.0013990849085345801,0.015379933993880369,0.06136726798269251,7,7,3.9429071249269154e-07,True,False,True
aligned_guard_1p1,0.1,64,78,78,0.015379933993880369,0.0015389933993880383,0.016918927393268408,0.06892173084174932,7,7,8.337545951138295e-07,True,False,True
aligned_guard_1p1,0.1,64,79,79,0.016918927393268408,0.0016928927393268422,0.01861182013259525,0.07740946554992818,7,7,1.7779340382449354e-06,True,False,True
aligned_guard_1p1,0.1,64,80,80,0.01861182013259525,0.0018621820132595267,0.020474002145854774,0.08692128296920554,8,8,2.2492906398356513e-07,True,False,True
aligned_guard_1p1,0.1,64,81,81,0.020474002145854774,0.0020484002145854797,0.022522402360440254,0.09754597675770971,8,8,5.377670358240749e-07,True,False,True
aligned_guard_1p1,0.1,64,82,82,0.022522402360440254,0.00209993305994917,0.024622335420389423,0.10221772963749286,8,8,7.413886959905744e-07,True,False,True
aligned_guard_1p1,0.1,64,83,83,0.024622335420389423,0.002054372629284976,0.0266767080496744,0.10220860538694429,8,8,7.063162992079699e-07,True,False,True
aligned_guard_1p1,0.1,64,84,84,0.0266767080496744,0.0020099801005086346,0.028686688150183035,0.10194280512808303,8,8,6.717046854354284e-07,True,False,True
aligned_guard_1p1,0.1,64,85,85,0.028686688150183035,0.0019716743108876143,0.03065836246107065,0.10169968765348637,8,8,6.505708937499715e-07,True,False,True
aligned_guard_1p1,0.1,64,86,86,0.03065836246107065,0.0019387220908736226,0.03259708455194427,0.10148986570835987,8,8,6.408305574720537e-07,True,False,True
aligned_guard_1p1,0.1,64,87,87,0.03259708455194427,0.0019102617560306095,0.03450734630797488,0.10130846443536737,8,8,6.405263221755714e-07,True,False,True
aligned_guard_1p1,0.1,64,88,88,0.03450734630797488,0.0018855894881807391,0.03639293579615562,0.10115081739563192,8,8,6.483833792946517e-07,True,False,True
aligned_guard_1p1,0.1,64,89,89,0.03639293579615562,0.001864136679000447,0.03825707247515607,0.10101314263859053,8,8,6.636216613217683e-07,True,False,True
aligned_guard_1p1,0.1,64,90,90,0.03825707247515607,0.0018454397421036994,0.04010251221725977,0.10089237393718795,8,8,6.858223603794013e-07,True,False,True
aligned_guard_1p1,0.1,64,91,91,0.04010251221725977,0.001829117177134325,0.0419316293943941,0.1007859989986271,8,8,7.148161133082725e-07,True,False,True
aligned_guard_1p1,0.1,64,92,92,0.0419316293943941,0.0018148524550113763,0.04374648184940547,0.10069193812325142,8,8,7.50652882712852e-07,True,False,True
aligned_guard_1p1,0.1,64,93,93,0.04374648184940547,0.0018023810931019285,0.0455488629425074,0.10060845337773663,8,8,7.935274710393103e-07,True,False,True
aligned_guard_1p1,0.1,64,94,94,0.0455488629425074,0.0017914807678583921,0.047340343710365794,0.10053407967880863,8,8,8.437612495145393e-07,True,False,True
aligned_guard_1p1,0.1,64,95,95,0.047340343710365794,0.001781963662055599,0.049122307372421396,0.10046757178146494,8,8,9.018058201648057e-07,True,False,True
aligned_guard_1p1,0.1,64,96,96,0.049122307372421396,0.0017736704793977613,0.05089597785181916,0.1004078629775536,8,8,9.681802803722366e-07,True,False,True
aligned_guard_1p1,0.1,64,97,97,0.05089597785181916,0.0017664657197158649,0.052662443571535024,0.10035403253225944,8,8,1.043468738681625e-06,True,False,True
aligned_guard_1p1,0.1,64,98,98,0.052662443571535024,0.001760233918998744,0.05442267749053377,0.10030527972155343,8,8,1.1283401861447284e-06,True,False,True
aligned_guard_1p1,0.1,64,99,99,0.05442267749053377,0.0017548766364892637,0.056177554127023036,0.10026090291500471,8,8,1.2235057154811694e-06,True,False,True
aligned_guard_1p1,0.1,64,100,100,0.056177554127023036,0.0017503100266082232,0.057927864153631256,0.10022028256001662,8,8,1.3297315444618147e-06,True,False,True
aligned_guard_1p1,0.1,64,101,101,0.057927864153631256,0.0017464628734807797,0.059674327027112034,0.10018286722044349,8,8,1.4479078733840454e-06,True,False,True
aligned_guard_1p1,0.1,64,102,102,0.059674327027112034,0.0017432749949528232,0.06141760202206486,0.10014816204125017,8,8,1.5790700451472642e-06,True,False,True
aligned_guard_1p1,0.1,64,103,103,0.06141760202206486,0.0017406959443097751,0.06315829796637464,0.100611013419883,8,8,1.7245511738616947e-06,True,False,True
aligned_guard_1p1,0.1,64,104,104,0.06315829796637464,0.0017301246505144281,0.06488842261688907,0.10352305366306769,8,8,1.814123322106829e-06,True,False,True
aligned_guard_1p1,0.1,64,105,105,0.06488842261688907,0.0016712457653590815,0.06655966838224815,0.10314984449308362,8,8,1.5222272346765054e-06,True,False,True
aligned_guard_1p1,0.1,64,106,106,0.06655966838224815,0.0016202116189047106,0.06817988000115287,0.10261373783708697,8,8,1.309824658146554e-06,True,False,True
aligned_guard_1p1,0.1,64,107,107,0.06817988000115287,0.0015789422089633,0.06975882221011617,0.10213235500294328,8,8,1.1714396587699436e-06,True,False,True
aligned_guard_1p1,0.1,64,108,108,0.06975882221011617,0.0015459765016852865,0.07130479871180145,0.10170704794884634,8,8,1.0856986507073536e-06,True,False,True
aligned_guard_1p1,0.1,64,109,109,0.07130479871180145,0.0015200288798696007,0.07282482759167105,0.1013272686540155,8,8,1.0394513603305962e-06,True,False,True
aligned_guard_1p1,0.1,64,110,110,0.07282482759167105,0.0015001182801638298,0.07432494587183489,0.10098426053487991,8,8,1.0254287255790189e-06,True,False,True
aligned_guard_1p1,0.1,64,111,111,0.07432494587183489,0.0014854971182818037,0.07581044299011669,0.10067125365293596,8,8,1.04038339805009e-06,True,False,True
aligned_guard_1p1,0.1,64,112,112,0.07581044299011669,0.0014755921520586736,0.07728603514217536,0.10038297893572015,8,8,1.0840167687131316e-06,True,False,True
aligned_guard_1p1,0.1,64,113,113,0.07728603514217536,0.001469962505300389,0.07875599764747575,0.10011529832526678,8,8,1.1586139823369172e-06,True,False,True
aligned_guard_1p1,0.1,64,114,114,0.07875599764747575,0.0014682696150238657,0.08022426726249961,0.09986494863189711,8,8,1.2691661383165888e-06,True,False,True
aligned_guard_1p1,0.1,64,115,115,0.08022426726249961,0.0014702552148060655,0.08169452247730567,0.09962936575190627,8,8,1.423961953053321e-06,True,False,True
aligned_guard_1p1,0.1,64,116,116,0.08169452247730567,0.0014757247561599921,0.08317024723346567,0.09940656707028334,8,8,1.6354457878210392e-06,True,False,True
aligned_guard_1p1,0.1,64,117,117,0.08317024723346567,0.0014845344725732373,0.0846547817060389,0.0991950788630956,8,8,1.9219190970319817e-06,True,False,True
aligned_guard_1p1,0.1,64,118,118,0.0846547817060389,0.0014965807675017047,0.0861513624735406,0.1002060216554649,9,9,1.2830678519989933e-07,True,False,True
aligned_guard_1p1,0.1,64,119,119,0.0861513624735406,0.0014935038261945472,0.08764486629973516,0.10463581443306799,9,9,1.455686412696786e-07,True,False,True
aligned_guard_1p1,0.1,64,120,120,0.08764486629973516,0.0014273352143208016,0.08907220151405595,0.10440719867903597,9,9,1.1427150558589713e-07,True,False,True
aligned_guard_1p1,0.1,64,121,121,0.08907220151405595,0.0013670850596314273,0.09043928657368738,0.1038828125470691,8,8,1.6968713972866458e-06,True,False,True
aligned_guard_1p1,0.1,64,122,122,0.09043928657368738,0.001315987723197236,0.09175527429688463,0.10340569141800347,8,8,1.4447878334359235e-06,True,False,True
aligned_guard_1p1,0.1,64,123,123,0.09175527429688463,0.0012726453497395364,0.09302791964662416,0.10298815414398674,8,8,1.2763792189398455e-06,True,False,True
aligned_guard_1p1,0.1,64,124,124,0.09302791964662416,0.001235720127540361,0.09426363977416452,0.10261998127925508,8,8,1.1649157808578713e-06,True,False,True
aligned_guard_1p1,0.1,64,125,125,0.09426363977416452,0.0012041710709122546,0.09546781084507677,0.10229192832903679,8,8,1.0946908862651135e-06,True,False,True
aligned_guard_1p1,0.1,64,126,126,0.09546781084507677,0.0011771907036876499,0.09664500154876442,0.10247898462719926,8,8,1.056307040023817e-06,True,False,True
aligned_guard_1p1,0.1,64,127,127,0.09664500154876442,0.0011487142539224654,0.09779371580268688,0.10236915758365019,8,8,1.0072666223235593e-06,True,False,True
aligned_guard_1p1,0.1,64,128,128,0.09779371580268688,0.0011221292438435887,0.09891584504653046,0.1021413960149707,8,8,9.70411911870001e-07,True,False,True
aligned_guard_1p1,0.1,64,129,129,0.09891584504653046,0.0010841549534695433,0.1,0.10064394006292056,8,8,8.611257160916477e-07,True,False,True
