variant,eta_target,grid,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
aligned_guard_1p1,0.5,32,108,0.23844594508285222,0.011179430585248392,0.4666208033751058,20,20,1.3991071518897495e-06,0
aligned_guard_1p1,0.5,32,109,0.2504250837157493,0.011979138632897068,0.5023144568443594,25,25,1.5669367745219573e-06,0
aligned_guard_1p1,0.5,32,110,0.262349027442307,0.011923943726557694,0.4976119615372856,28,28,1.31318948640534e-06,0
aligned_guard_1p1,0.5,32,111,0.27433019414268206,0.01198116670037507,0.5251279835794207,22,22,1.6611396529943522e-06,0
aligned_guard_1p1,0.5,32,112,0.28003412112573295,0.0057039269830509,0.31461465500115504,13,13,4.294180403074188e-07,1
aligned_guard_1p1,0.5,32,113,0.28630844080708895,0.00627431968135599,0.3683907389055251,13,13,5.703222389776641e-07,0
aligned_guard_1p1,0.5,32,114,0.29321019245658053,0.00690175164949159,0.418970785210871,14,14,8.77266797811506e-07,0
aligned_guard_1p1,0.5,32,115,0.3008021192710213,0.00759192681444075,0.4614152857216392,15,15,1.4346696848294572e-06,0
aligned_guard_1p1,0.5,32,116,0.3090289022248708,0.008226782953849493,0.48485116785045074,16,16,1.3942020725223223e-06,0
aligned_guard_1p1,0.5,32,117,0.3175127251991685,0.008483822974297745,0.4722481147241204,17,17,7.11684881550431e-07,0
aligned_guard_1p1,0.5,32,118,0.326495104069282,0.008982378870113494,0.5006523388687627,17,17,1.9498241021009243e-06,0
aligned_guard_1p1,0.5,32,119,0.3354657790993931,0.008970675030111133,0.5163816795464656,18,18,1.1906461450832958e-06,0
aligned_guard_1p1,0.5,32,120,0.3441518686581765,0.008686089558783352,0.527263988016672,18,18,9.5683580627824e-07,0
aligned_guard_1p1,0.5,32,121,0.3523888142453922,0.008236945587215697,0.5188681702088401,17,17,1.4652050371686598e-06,0
aligned_guard_1p1,0.5,32,122,0.360326230780213,0.007937416534820777,0.4933856455190842,17,17,5.041059632495653e-07,0
aligned_guard_1p1,0.5,32,123,0.36837005674769724,0.008043825967484248,0.4800077265460737,17,17,7.990851074179454e-07,0
aligned_guard_1p1,0.5,32,124,0.3767489072563798,0.00837885050868255,0.5166103631667532,19,19,6.893494451345923e-07,0
aligned_guard_1p1,0.5,32,125,0.3848583559880325,0.008109448731652712,0.5042235886595646,19,19,6.326045296198289e-07,0
aligned_guard_1p1,0.5,32,126,0.39289987656941877,0.008041520581386314,0.5026234177318598,18,18,1.206652316057311e-06,0
aligned_guard_1p1,0.5,32,127,0.40089942483725965,0.00799954826784087,0.5060758881720004,17,17,1.8389841012953563e-06,0
aligned_guard_1p1,0.5,32,128,0.4088029314602842,0.007903506623024546,0.48551478687347843,17,17,6.427251334076559e-07,0
aligned_guard_1p1,0.5,32,129,0.4169422372411853,0.008139305780901109,0.5108769107903915,19,19,6.053309084259545e-07,0
aligned_guard_1p1,0.5,32,130,0.4249082517634589,0.007966014522273641,0.5106500224616037,19,19,9.99090612334811e-07,0
aligned_guard_1p1,0.5,32,131,0.4327081285595797,0.0077998767961207855,0.4909257765182266,18,18,1.9000516394353352e-06,0
aligned_guard_1p1,0.5,32,132,0.440652177506693,0.007944048947113291,0.5166373798353155,18,18,8.321369252737288e-07,0
aligned_guard_1p1,0.5,32,133,0.44834040261116137,0.007688225104468392,0.5005475400409095,17,17,8.315951932187927e-07,0
aligned_guard_1p1,0.5,32,134,0.45602021770309054,0.007679815091929168,0.48043268044440385,17,17,1.4069747980711727e-06,0
aligned_guard_1p1,0.5,32,135,0.46401282041781977,0.007992602714729232,0.5138298090317669,19,19,1.0507441110578295e-06,0
aligned_guard_1p1,0.5,32,136,0.47179030099041447,0.0077774805725947084,0.5011357112420657,19,19,8.379238086687199e-07,0
aligned_guard_1p1,0.5,32,137,0.47955015565465126,0.007759854664236769,0.47869928586010446,18,18,1.287974206019216e-06,0
aligned_guard_1p1,0.5,32,138,0.4876553010908871,0.008105145436235847,0.5068885648798669,18,18,5.432546131265978e-07,0
aligned_guard_1p1,0.5,32,139,0.4956502984116067,0.00799499732071957,0.5167587696732217,17,17,1.096606683899062e-06,0
aligned_guard_1p1,0.5,32,140,0.5,0.004349701588393318,0.3201679226772932,13,13,3.9606027096254504e-07,0
