variant,eta_target,grid,trial,accepted_step_candidate,t_start,dt_try,t_trial,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,solver_converged,violates_guard,accepted
aligned_guard_1p1,0.5,64,169,167,0.3734383495650635,0.0038242903058183977,0.3772626398708819,0.4983931283355926,19,19,1.545733481285152e-06,True,False,True
aligned_guard_1p1,0.5,64,170,168,0.3772626398708819,0.0038366202184506397,0.38109926008933254,0.47775065630140845,19,19,1.4727027567496283e-06,True,False,True
aligned_guard_1p1,0.5,64,171,169,0.38109926008933254,0.004015295602263026,0.3851145556915956,0.4865419447429555,19,19,1.830905234659807e-06,True,False,True
aligned_guard_1p1,0.5,64,172,170,0.3851145556915956,0.004126361196242128,0.3892409168878377,0.48781349721314016,20,20,6.744850670305939e-07,True,False,True
aligned_guard_1p1,0.5,64,173,171,0.3892409168878377,0.004229445494862147,0.39347036238269983,0.5261903851707073,20,20,8.257913471483283e-07,True,False,True
aligned_guard_1p1,0.5,64,174,172,0.39347036238269983,0.004018930803429661,0.3974892931861295,0.5179496277164576,19,19,1.8800595029985172e-06,True,False,True
aligned_guard_1p1,0.5,64,175,173,0.3974892931861295,0.003879654109559235,0.4013689472956888,0.4867679734567019,19,19,1.2511579547628228e-06,True,False,True
aligned_guard_1p1,0.5,64,176,174,0.4013689472956888,0.003985116442653895,0.40535406373834265,0.4615040101278872,19,19,1.3534869472551903e-06,True,False,True
aligned_guard_1p1,0.5,64,177,175,0.40535406373834265,0.004317531760503641,0.4096715954988463,0.512252824520638,20,20,6.744535025282583e-07,True,False,True
aligned_guard_1p1,0.5,64,178,176,0.4096715954988463,0.004214258617845545,0.4138858541166918,0.5147330400118332,20,20,6.630292438959199e-07,True,False,True
aligned_guard_1p1,0.5,64,179,177,0.4138858541166918,0.00409363523443984,0.41797948935113166,0.5082528988126587,19,19,1.7193504850140498e-06,True,False,True
aligned_guard_1p1,0.5,64,180,178,0.41797948935113166,0.004027163685640629,0.4220066530367723,0.507578613989983,19,19,1.2299803166625522e-06,True,False,True
aligned_guard_1p1,0.5,64,181,179,0.4220066530367723,0.00396703444022575,0.42597368747699804,0.48004962846409244,19,19,1.0190942026380551e-06,True,False,True
aligned_guard_1p1,0.5,64,182,180,0.42597368747699804,0.00413190033384484,0.4301055878108429,0.48249120795508516,19,19,1.2365343164540434e-06,True,False,True
aligned_guard_1p1,0.5,64,183,181,0.4301055878108429,0.004281840027051308,0.4343874278378942,0.5148801093988145,20,20,6.462107469006427e-07,True,False,True
aligned_guard_1p1,0.5,64,184,182,0.4343874278378942,0.004158094232899073,0.4385455220707933,0.5108505054711756,19,19,1.4716728859515645e-06,True,False,True
aligned_guard_1p1,0.5,64,185,183,0.4385455220707933,0.004069775979827909,0.44261529805062116,0.4985363456350723,19,19,1.0074264593697473e-06,True,False,True
aligned_guard_1p1,0.5,64,186,184,0.44261529805062116,0.004081724447435752,0.44669702249805693,0.49742922157567326,19,19,9.408331180576548e-07,True,False,True
aligned_guard_1p1,0.5,64,187,185,0.44669702249805693,0.0041028193262413765,0.45079984182429833,0.4848182012614705,19,19,9.487849194454683e-07,True,False,True
aligned_guard_1p1,0.5,64,188,186,0.45079984182429833,0.004231296716548661,0.455031138540847,0.507450281408271,19,19,1.5151645785752272e-06,True,False,True
aligned_guard_1p1,0.5,64,189,187,0.455031138540847,0.004169173682203909,0.4592003122230509,0.487376321684137,19,19,1.0779189342075074e-06,True,False,True
aligned_guard_1p1,0.5,64,190,188,0.4592003122230509,0.004277160683347582,0.4634774729063985,0.5129221408747172,19,19,1.0321256481888165e-06,True,False,True
aligned_guard_1p1,0.5,64,191,189,0.4634774729063985,0.004169405395576686,0.4676468783019752,0.5044091327742057,19,19,8.318827463670951e-07,True,False,True
aligned_guard_1p1,0.5,64,192,190,0.4676468783019752,0.004132959858047499,0.4717798381600227,0.4908433336375837,19,19,8.403752715928555e-07,True,False,True
aligned_guard_1p1,0.5,64,193,191,0.4717798381600227,0.004210060089253537,0.4759898982492763,0.4997072225584652,19,19,1.1080136733099958e-06,True,False,True
aligned_guard_1p1,0.5,64,194,192,0.4759898982492763,0.004212526754864909,0.4802024250041412,0.48641131788303305,19,19,8.33742117547942e-07,True,False,True
aligned_guard_1p1,0.5,64,195,193,0.4802024250041412,0.004330210461794695,0.4845326354659359,0.4971685420489704,19,19,8.543487017956399e-07,True,False,True
aligned_guard_1p1,0.5,64,196,194,0.4845326354659359,0.004354871734189665,0.4888875072001256,0.5097148382268016,19,19,8.648815316766601e-07,True,False,True
aligned_guard_1p1,0.5,64,197,195,0.4888875072001256,0.004271870669234796,0.49315937786936037,0.5030620693405122,19,19,9.933658575774338e-07,True,False,True
aligned_guard_1p1,0.5,64,198,196,0.49315937786936037,0.00424586838243936,0.4974052462517997,0.4918995657201705,19,19,8.397783182557229e-07,True,False,True
aligned_guard_1p1,0.5,64,199,197,0.4974052462517997,0.0025947537482002847,0.5,0.3177471840013856,16,16,1.6802140164417445e-06,True,False,True
