variant,eta_target,grid,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
aligned_guard_1p1,0.1,128,50,0.001163908528796957,0.00010671895716335979,0.00724647374019777,5,5,2.3717301926314397e-08,0
aligned_guard_1p1,0.1,128,51,0.0012812993816766526,0.00011739085287969578,0.00801897910394307,5,5,3.862688978905865e-08,0
aligned_guard_1p1,0.1,128,52,0.001410429319844318,0.00012912993816766537,0.008878582767712365,5,5,6.296799711636606e-08,0
aligned_guard_1p1,0.1,128,53,0.00155247225182875,0.00014204293198443192,0.00983598577296628,5,5,1.0279866965660435e-07,0
aligned_guard_1p1,0.1,128,54,0.0017087194770116251,0.00015624722518287512,0.010903347620965155,5,5,1.6807318776433168e-07,0
aligned_guard_1p1,0.1,128,55,0.0018805914247127878,0.00017187194770116264,0.012094501906935173,5,5,2.752011369762502e-07,0
aligned_guard_1p1,0.1,128,56,0.0020696505671840668,0.00018905914247127894,0.013425203480880695,5,5,4.513998613613545e-07,0
aligned_guard_1p1,0.1,128,57,0.0022776156239024737,0.00020796505671840686,0.014913410515074124,5,5,7.418259299013446e-07,0
aligned_guard_1p1,0.1,128,58,0.0025063771862927214,0.00022876156239024756,0.016579604521613663,5,5,1.2216676039409973e-06,0
aligned_guard_1p1,0.1,128,59,0.0027580149049219937,0.00025163771862927233,0.01844715060875703,6,6,3.2200505207960666e-08,0
aligned_guard_1p1,0.1,128,60,0.0030348163954141932,0.0002768014904921996,0.020542698730294767,6,6,5.859754047445866e-08,0
aligned_guard_1p1,0.1,128,61,0.0033392980349556127,0.0003044816395414196,0.022896624658220507,6,6,1.0693245827755888e-07,0
aligned_guard_1p1,0.1,128,62,0.0036742278384511743,0.00033492980349556157,0.02554350531431764,6,6,1.957567201679482e-07,0
aligned_guard_1p1,0.1,128,63,0.004042650622296292,0.00036842278384511775,0.028522618222674812,6,6,3.5961408526215084e-07,0
aligned_guard_1p1,0.1,128,64,0.004447915684525921,0.0004052650622296296,0.031878447088141366,6,6,6.632000443899614e-07,0
aligned_guard_1p1,0.1,128,65,0.004893707252978514,0.0004457915684525926,0.03566116539452588,6,6,1.2283390212147302e-06,0
aligned_guard_1p1,0.1,128,66,0.005384077978276365,0.0004903707252978519,0.03992705669776265,7,7,7.091777390990251e-08,0
aligned_guard_1p1,0.1,128,67,0.005923485776104002,0.0005394077978276372,0.04473881373393305,7,7,1.4587376671900804e-07,0
aligned_guard_1p1,0.1,128,68,0.006516834353714403,0.000593348577610401,0.05016564013198887,7,7,3.01827901611914e-07,0
aligned_guard_1p1,0.1,128,69,0.007169517789085845,0.0006526834353714411,0.0562830580003427,7,7,6.285539683571511e-07,0
aligned_guard_1p1,0.1,128,70,0.00788746956799443,0.0007179517789085853,0.06317230822338715,7,7,1.3183005507477525e-06,0
aligned_guard_1p1,0.1,128,71,0.008677216524793875,0.0007897469567994438,0.07091922085347517,8,8,1.3903316515158172e-07,0
aligned_guard_1p1,0.1,128,72,0.009545938177273262,0.0008687216524793883,0.0796124397934898,8,8,3.260355522430425e-07,0
aligned_guard_1p1,0.1,128,73,0.01050153199500059,0.0009555938177273272,0.08934091945163453,8,8,7.718704722749593e-07,0
aligned_guard_1p1,0.1,128,74,0.01155268519450065,0.00105115319950006,0.10019067762550671,8,8,1.8464322961066741e-06,0
aligned_guard_1p1,0.1,128,75,0.012601837894544327,0.0010491527000436771,0.10225817325573927,9,9,1.3681269746957482e-07,0
aligned_guard_1p1,0.1,128,76,0.013627822093792472,0.0010259841992481449,0.10209622946934377,8,8,1.958670700468397e-06,0
aligned_guard_1p1,0.1,128,77,0.014632740889110192,0.0010049187953177206,0.10183522695194054,8,8,1.8796411478221196e-06,0
aligned_guard_1p1,0.1,128,78,0.015619549506713582,0.0009868086176033914,0.10160405882683415,8,8,1.8370562311108922e-06,0
aligned_guard_1p1,0.1,128,79,0.016590779031397464,0.0009712295246838803,0.10140425214075353,8,8,1.8248873797279223e-06,0
aligned_guard_1p1,0.1,128,80,0.01754855891160976,0.0009577798802122927,0.10123076985081526,8,8,1.8385145644994241e-06,0
aligned_guard_1p1,0.1,128,81,0.01849469404584195,0.0009461351342321924,0.1010792290849781,8,8,1.8750725289577373e-06,0
aligned_guard_1p1,0.1,128,82,0.019430727237623388,0.0009360331917814383,0.10094607844703517,8,8,1.932900963672933e-06,0
aligned_guard_1p1,0.1,128,83,0.020357987816916282,0.0009272605792928949,0.1008284194702626,9,9,1.1982681518491925e-07,0
aligned_guard_1p1,0.1,128,84,0.021277629902118633,0.0009196420852023498,0.10072385808414899,9,9,1.2509804767624346e-07,0
aligned_guard_1p1,0.1,128,85,0.02219066292398128,0.0009130330218626472,0.10063039365108847,9,9,1.3175407688233796e-07,0
aligned_guard_1p1,0.1,128,86,0.023097976299926493,0.0009073133759452121,0.10054633507523751,9,9,1.397947679930067e-07,0
aligned_guard_1p1,0.1,128,87,0.024000359639176284,0.000902383339249791,0.10047023669855364,9,9,1.4940166891826452e-07,0
aligned_guard_1p1,0.1,128,88,0.024898519501143426,0.0008981598619671429,0.10040084837863673,9,9,1.6059554900344896e-07,0
aligned_guard_1p1,0.1,128,89,0.025793093477829317,0.0008945739766858913,0.10033707606381595,9,9,1.736246338904302e-07,0
aligned_guard_1p1,0.1,128,90,0.026684662189794702,0.0008915687119653839,0.10027795017892636,9,9,1.886600935982811e-07,0
aligned_guard_1p1,0.1,128,91,0.027573759653768144,0.00088909746397344,0.10022259989224241,9,9,2.0600969784521142e-07,0
aligned_guard_1p1,0.1,128,92,0.02846088238350114,0.0008871227297329964,0.10017023186356598,9,9,2.2593810578198818e-07,0
aligned_guard_1p1,0.1,128,93,0.02934649751409331,0.0008856151305921671,0.10012011245807258,9,9,2.490248613886053e-07,0
aligned_guard_1p1,0.1,128,94,0.030231050186727428,0.0008845526726341197,0.10007155270095029,9,9,2.7571235469819257e-07,0
aligned_guard_1p1,0.1,128,95,0.031114970390581444,0.0008839202038540168,0.10002389547923228,9,9,3.0679751609759186e-07,0
aligned_guard_1p1,0.1,128,96,0.03199867942792597,0.0008837090373445244,0.09997650469569414,9,9,3.4324118796981113e-07,0
aligned_guard_1p1,0.1,128,97,0.03288259614419279,0.0008839167162668218,0.09992875626632046,9,9,3.862626023295339e-07,0
aligned_guard_1p1,0.1,128,98,0.033767143044697676,0.0008845469005048882,0.09988003104664597,9,9,4.3738470656020646e-07,0
aligned_guard_1p1,0.1,128,99,0.0346527524014787,0.0008856093567810238,0.10006706805355568,9,9,4.986057768776372e-07,0
aligned_guard_1p1,0.1,128,100,0.03553776819539309,0.000885015793914385,0.10020227816651071,9,9,5.606539197884961e-07,0
aligned_guard_1p1,0.1,128,101,0.036420997409447195,0.0008832292140541094,0.09992421158862266,9,9,6.245957719050661e-07,0
aligned_guard_1p1,0.1,128,102,0.037304896516592786,0.0008838991071455937,0.10304275053476303,9,9,7.142690302170519e-07,0
aligned_guard_1p1,0.1,128,103,0.03816269495710258,0.000857798440509793,0.10623929892166198,9,9,6.266907504698818e-07,0
aligned_guard_1p1,0.1,128,104,0.0389701159860594,0.0008074210289568182,0.10569659616479607,9,9,4.213755166679201e-07,0
aligned_guard_1p1,0.1,128,105,0.039734020461940474,0.0007639044758810716,0.10496200455399902,9,9,2.948346577613043e-07,0
aligned_guard_1p1,0.1,128,106,0.040461811893827686,0.0007277914318872134,0.10432663658317137,9,9,2.18208852092184e-07,0
aligned_guard_1p1,0.1,128,107,0.04115942034333138,0.0006976084495036921,0.10378768762396011,9,9,1.6959357841037257e-07,0
aligned_guard_1p1,0.1,128,108,0.04183156986845737,0.0006721495251259884,0.10332494261975704,9,9,1.3749454165391844e-07,0
aligned_guard_1p1,0.1,128,109,0.04248208997336519,0.0006505201049078201,0.10292229821890567,9,9,1.1551076719294132e-07,0
aligned_guard_1p1,0.1,128,110,0.04311413970035848,0.0006320497269932969,0.10256772126368348,8,8,1.898506660110248e-06,0
aligned_guard_1p1,0.1,128,111,0.043730366442267285,0.0006162267419088008,0.10225209275241591,8,8,1.7091840733126818e-06,0
aligned_guard_1p1,0.1,128,112,0.04433302084798285,0.0006026544057155654,0.10196837088540373,8,8,1.5763110666458361e-06,0
aligned_guard_1p1,0.1,128,113,0.04492404176994389,0.0005910209219610397,0.1017110274693903,8,8,1.4871296262168157e-06,0
aligned_guard_1p1,0.1,128,114,0.04550512027899632,0.0005810785090524291,0.10147566213089813,8,8,1.4332500732999354e-06,0
aligned_guard_1p1,0.1,128,115,0.0460777487268924,0.0005726284478960769,0.10125873225927218,8,8,1.4101466681195434e-06,0
aligned_guard_1p1,0.1,128,116,0.04664325891561358,0.0005655101887211726,0.10105736022077925,8,8,1.4152043012579345e-06,0
aligned_guard_1p1,0.1,128,117,0.047202852187677787,0.0005595932720642086,0.10086919350084562,8,8,1.4476721611875757e-06,0
aligned_guard_1p1,0.1,128,118,0.0477576234242095,0.000554771236531714,0.10069230197108711,8,8,1.509086646796276e-06,0
aligned_guard_1p1,0.1,128,119,0.04830858037491166,0.0005509569507021615,0.10052510178661124,8,8,1.6035604304707036e-06,0
aligned_guard_1p1,0.1,128,120,0.048856659353107276,0.0005480789781956158,0.10036629880894794,8,8,1.737940134559808e-06,0
aligned_guard_1p1,0.1,128,121,0.04940273805153463,0.000546078698427358,0.10021484666771771,8,8,1.9236310238005055e-06,0
aligned_guard_1p1,0.1,128,122,0.049947646033321,0.0005449079817863622,0.1000699160567231,9,9,1.1579827589850506e-07,0
aligned_guard_1p1,0.1,128,123,0.050492173303112536,0.0005445272697915421,0.09993087287091576,9,9,1.354820199594921e-07,0
aligned_guard_1p1,0.1,128,124,0.05103707724935839,0.0005449039462458486,0.09979726348262724,9,9,1.6329908871196927e-07,0
aligned_guard_1p1,0.1,128,125,0.051583088159107136,0.0005460109097487485,0.09966880594058339,9,9,2.0309392398413308e-07,0
aligned_guard_1p1,0.1,128,126,0.05213091343362106,0.0005478252745139214,0.099545386180509,9,9,2.6194195196055824e-07,0
aligned_guard_1p1,0.1,128,127,0.05268124057135553,0.0005503271377344717,0.09942705851672437,9,9,3.4959377027826797e-07,0
aligned_guard_1p1,0.1,128,128,0.05323473893080051,0.0005534983594449822,0.09931404970914466,9,9,4.843926299419993e-07,0
aligned_guard_1p1,0.1,128,129,0.0537920602373689,0.0005573213065683868,0.09920676574728274,9,9,6.928020121529662e-07,0
aligned_guard_1p1,0.1,128,130,0.05435383775563624,0.0005617775182673485,0.09910580007935246,9,9,1.0231975879213472e-06,0
aligned_guard_1p1,0.1,128,131,0.05492068401268431,0.0005668462570480659,0.09901194120463007,9,9,1.5532811518927913e-06,0
aligned_guard_1p1,0.1,128,132,0.055493186935212165,0.0005725029225278522,0.09892617611883203,10,10,1.5198355154137775e-07,0
aligned_guard_1p1,0.1,128,133,0.056071904262606026,0.0005787173273938646,0.09884968371675813,10,10,2.4964540040068587e-07,0
aligned_guard_1p1,0.1,128,134,0.05665735613825604,0.0005854518756500117,0.10341018970904797,10,10,4.1857384571788223e-07,0
aligned_guard_1p1,0.1,128,135,0.05722350138689858,0.0005661452486425397,0.10515812251136371,10,10,4.5935499362110417e-07,0
aligned_guard_1p1,0.1,128,136,0.05776187658333798,0.0005383751964394005,0.1046326318951919,10,10,4.2241540785846647e-07,0
aligned_guard_1p1,0.1,128,137,0.05827641510414923,0.00051453852081125,0.10403537399530968,10,10,3.988148649505829e-07,0
aligned_guard_1p1,0.1,128,138,0.05877099545797623,0.0004945803538270045,0.10352371281613267,10,10,3.9021656907564365e-07,0
aligned_guard_1p1,0.1,128,139,0.05924874141624323,0.00047774595826699463,0.10308933517392022,10,10,3.93124972537421e-07,0
aligned_guard_1p1,0.1,128,140,0.05971217049691486,0.00046342908067163084,0.10271649243379191,10,10,4.103253249560487e-07,0
aligned_guard_1p1,0.1,128,141,0.060163343497171215,0.0004511730002563551,0.10239283229412079,10,10,4.466675351852317e-07,0
aligned_guard_1p1,0.1,128,142,0.060603972973031765,0.00044062947586054877,0.10210899000861193,10,10,5.151514092500551e-07,0
aligned_guard_1p1,0.1,128,143,0.06103550155423053,0.0004315285811987621,0.10185775583354334,10,10,6.439667128640179e-07,0
aligned_guard_1p1,0.1,128,144,0.06145915960330827,0.00042365804907774446,0.10163347969036572,10,10,8.764309520923261e-07,0
aligned_guard_1p1,0.1,128,145,0.061876008510153194,0.00041684890684492114,0.10143166073741479,10,10,1.2764201750774667e-06,0
aligned_guard_1p1,0.1,128,146,0.06228697378846413,0.0004109652783109361,0.10124865782049118,10,10,1.9421518021464292e-06,0
aligned_guard_1p1,0.1,128,147,0.06269287080197275,0.0004058970135086206,0.10108147925477204,11,11,2.770558194989898e-07,0
aligned_guard_1p1,0.1,128,148,0.0630944250891687,0.0004015542871959487,0.10092762582789377,11,11,4.4633730031879187e-07,0
aligned_guard_1p1,0.1,128,149,0.06349228869083579,0.00039786360166709634,0.10078497066133828,11,11,7.039086223379464e-07,0
aligned_guard_1p1,0.1,128,150,0.06388705350453407,0.00039476481369827817,0.10065166590299661,11,11,1.0580565745455012e-06,0
aligned_guard_1p1,0.1,128,151,0.0642792624264199,0.0003922089218858376,0.10052607036043075,11,11,1.4664207491056231e-06,0
aligned_guard_1p1,0.1,128,152,0.06466941885099672,0.00039015642457682255,0.1004066946802914,11,11,1.8014025727569921e-06,0
aligned_guard_1p1,0.1,128,153,0.06505799495722064,0.0003885761062239264,0.10029216183818243,11,11,1.8816589912707316e-06,0
aligned_guard_1p1,0.1,128,154,0.06544543909951651,0.0003874441422958647,0.10018118083840566,11,11,1.637290354365393e-06,0
aligned_guard_1p1,0.1,128,155,0.06583218253681021,0.0003867434372936971,0.10007253106943578,11,11,1.3053288731783829e-06,0
aligned_guard_1p1,0.1,128,156,0.06621864566826169,0.0003864631314514804,0.09996505421768853,11,11,1.3276541376492592e-06,0
aligned_guard_1p1,0.1,128,157,0.06660524389948948,0.0003865982312277852,0.0998576504175248,11,11,1.6598160697886376e-06,0
aligned_guard_1p1,0.1,128,158,0.0669923932361816,0.000387149336692122,0.09974927559257994,11,11,1.8091668450564656e-06,0
aligned_guard_1p1,0.1,128,159,0.06738051569059762,0.00038812245441602073,0.09963893765617136,11,11,1.485945789992698e-06,0
aligned_guard_1p1,0.1,128,160,0.06777004458717753,0.00038952889657990194,0.09952569015945432,11,11,1.0253955606558887e-06,0
aligned_guard_1p1,0.1,128,161,0.06816142986263336,0.0003913852754558358,0.09940862285048085,11,11,1.1779246086117478e-06,0
aligned_guard_1p1,0.1,128,162,0.06855514347040008,0.0003937136077667156,0.09928684925526104,11,11,1.8659842167217008e-06,0
aligned_guard_1p1,0.1,128,163,0.06895168501716072,0.0003965415467606385,0.09915949174387001,12,12,2.5293077664094214e-07,0
aligned_guard_1p1,0.1,128,164,0.06935158777965662,0.00039990276249590853,0.09902566462194706,12,12,2.344512374024185e-07,0
aligned_guard_1p1,0.1,128,165,0.0697554252737271,0.0004038374940704797,0.09888445565876149,11,11,1.6732632455115305e-06,0
aligned_guard_1p1,0.1,128,166,0.07016381857617301,0.00040839330244591223,0.09873490620122731,11,11,1.9251538631041713e-06,0
aligned_guard_1p1,0.1,128,167,0.07057744463625513,0.0004136260600821189,0.09857598968241874,12,12,3.468430992115388e-07,0
aligned_guard_1p1,0.1,128,168,0.07099704586107133,0.00041960122481619894,0.0984065879356372,12,12,5.100575176373234e-07,0
aligned_guard_1p1,0.1,128,169,0.07142344132261365,0.00042639546154230957,0.10245106326723036,12,12,5.050253647495742e-07,0
aligned_guard_1p1,0.1,128,170,0.0718396355991241,0.00041619427651044686,0.10116115151178626,12,12,2.8386015665788465e-07,0
aligned_guard_1p1,0.1,128,171,0.07225105269975086,0.00041141710062677197,0.09916596939031427,12,12,3.2067136903513547e-07,0
aligned_guard_1p1,0.1,128,172,0.07266593000408846,0.0004148773043375865,0.10364765286636238,12,12,4.778127359397521e-07,0
aligned_guard_1p1,0.1,128,173,0.07306620660743085,0.0004002766033423899,0.10348661208628569,12,12,3.317225090064188e-07,0
aligned_guard_1p1,0.1,128,174,0.07345299731907251,0.0003867907116416613,0.10305364404467822,11,11,1.9871660108066586e-06,0
aligned_guard_1p1,0.1,128,175,0.07382832680424237,0.0003753294851698508,0.10266260151726873,11,11,1.5862945824045281e-06,0
aligned_guard_1p1,0.1,128,176,0.07419392194757868,0.0003655951433363172,0.10232345250594232,11,11,1.5012759424852886e-06,0
aligned_guard_1p1,0.1,128,177,0.07455121554389775,0.0003572935963190703,0.10202724540260773,11,11,1.3409989551466854e-06,0
aligned_guard_1p1,0.1,128,178,0.07490140984240024,0.00035019429850248436,0.1017659684974644,11,11,1.184717187009475e-06,0
aligned_guard_1p1,0.1,128,179,0.07524552713787039,0.000344117295470155,0.10153329583455144,11,11,1.19830049655132e-06,0
aligned_guard_1p1,0.1,128,180,0.07558444777729383,0.0003389206394234403,0.10132419961248541,11,11,1.3388600512099835e-06,0
aligned_guard_1p1,0.1,128,181,0.07591893908412836,0.0003344913068345399,0.1011346204263531,11,11,1.5641753871182477e-06,0
aligned_guard_1p1,0.1,128,182,0.07624967776236181,0.0003307386782334529,0.1009612298127675,11,11,1.917022682150959e-06,0
aligned_guard_1p1,0.1,128,183,0.07657726754989393,0.00032758978753211253,0.10080125836021504,12,12,2.216886310824111e-07,0
aligned_guard_1p1,0.1,128,184,0.0769022533614415,0.00032498581154757493,0.10065236904259771,12,12,2.802259124927012e-07,0
aligned_guard_1p1,0.1,128,185,0.07722513280743848,0.0003228794459969797,0.10051256223072283,12,12,3.409950263836342e-07,0
aligned_guard_1p1,0.1,128,186,0.07754636573477727,0.0003212329273387957,0.10038010328223129,12,12,3.845331188467557e-07,0
aligned_guard_1p1,0.1,128,187,0.07786638226876669,0.00032001653398941915,0.10025346647549148,12,12,3.8724246970230607e-07,0
aligned_guard_1p1,0.1,128,188,0.07818558971888279,0.0003192074501161037,0.10013129093344907,12,12,3.331140354563508e-07,0
aligned_guard_1p1,0.1,128,189,0.0785043786280643,0.0003187889091815072,0.10001234544193,12,12,2.3611609116318437e-07,0
aligned_guard_1p1,0.1,128,190,0.0788231281862042,0.00031874955813990496,0.09989549992421105,11,11,1.6062100388089346e-06,0
aligned_guard_1p1,0.1,128,191,0.07914221118632106,0.0003190830001168568,0.09977970192709969,11,11,7.763989167282855e-07,0
aligned_guard_1p1,0.1,128,192,0.07946199867210647,0.00031978748578541844,0.09966395689029554,11,11,3.1133925037497975e-07,0
aligned_guard_1p1,0.1,128,193,0.07978286440507895,0.0003208657329724752,0.09954731126662056,10,10,1.7324371694399228e-06,0
aligned_guard_1p1,0.1,128,194,0.08010518926638344,0.0003223248613044815,0.09945811138481822,10,10,6.558580135457782e-07,0
aligned_guard_1p1,0.1,128,195,0.0804292702858363,0.0003240810194528616,0.09979452342063387,10,10,2.573189911488973e-07,0
aligned_guard_1p1,0.1,128,196,0.08075401858698991,0.00032474830115362176,0.0996931123972403,10,10,1.0761842825332905e-07,0
aligned_guard_1p1,0.1,128,197,0.08107976656831446,0.00032574798132454683,0.09956775621990735,9,9,1.0544502046270771e-06,0
aligned_guard_1p1,0.1,128,198,0.08140692868755023,0.00032716211923576274,0.0994382929555074,9,9,6.182988857971231e-07,0
aligned_guard_1p1,0.1,128,199,0.08173593888021528,0.000329010192665061,0.09930476619385224,9,9,4.4763832066022893e-07,0
aligned_guard_1p1,0.1,128,200,0.08206725247700962,0.00033131359679433933,0.09916622932250932,9,9,4.0222967693470706e-07,0
aligned_guard_1p1,0.1,128,201,0.08240135169511828,0.00033409921810865497,0.09902166727352142,9,9,4.133842206306074e-07,0
aligned_guard_1p1,0.1,128,202,0.08273875180895983,0.00033740011384154276,0.09887003044757482,9,9,4.545747268447641e-07,0
aligned_guard_1p1,0.1,128,203,0.08308000801401424,0.00034125620505441937,0.09871022464455192,9,9,5.173683591176623e-07,0
aligned_guard_1p1,0.1,128,204,0.08342572316792383,0.0003457151539095947,0.09854109784417324,9,9,6.036882314140896e-07,0
aligned_guard_1p1,0.1,128,205,0.08377655663890493,0.00035083347098109987,0.09836142521018276,9,9,7.205321482320655e-07,0
aligned_guard_1p1,0.1,128,206,0.08413323454412176,0.0003566779052168311,0.09992454223543087,9,9,8.850688654170929e-07,0
aligned_guard_1p1,0.1,128,207,0.08449018179375385,0.0003569472496320945,0.10179586311010873,9,9,9.615286749391898e-07,0
aligned_guard_1p1,0.1,128,208,0.08484083184840882,0.0003506500546549698,0.10165918646628214,9,9,9.060470392877448e-07,0
aligned_guard_1p1,0.1,128,209,0.0851857589197771,0.000344927071368284,0.10142008109323909,9,9,8.68925898009296e-07,0
aligned_guard_1p1,0.1,128,210,0.08552585633209447,0.0003400974123173696,0.10119432702045246,9,9,8.529048907283172e-07,0
aligned_guard_1p1,0.1,128,211,0.08586193980864018,0.00033608347654570826,0.1009855305543181,9,9,8.561788020716761e-07,0
aligned_guard_1p1,0.1,128,212,0.08619474340406709,0.00033280359542690695,0.10079096667583899,9,9,8.726553658911746e-07,0
