variant,model,eta,grid,converged,steps,avg_linear,paper_linear,linear_delta,avg_nonlinear,paper_nonlinear,nonlinear_delta,avg_linear_per_newton_solve,picard_mass_mode,use_m3_limiter,nonlinear_tol,max_linear,max_nonlinear,elapsed_sec,failure_reason
base,M1,0.1,32,True,428,4.864485981308412,2.57,2.2944859813084117,3.2686915887850465,3.42,-0.15130841121495342,1.488205861329521,q_derivative,True,1.2e-06,6,4,4.893450799980201,
base,M1,0.5,32,True,147,5.884353741496598,3.35,2.534353741496598,3.8639455782312924,3.42,0.44394557823129244,1.522887323943662,q_derivative,True,1.2e-06,8,5,1.869023900013417,
jacobi_5_5,M1,0.1,32,True,428,4.72196261682243,2.57,2.15196261682243,4.719626168224299,3.42,1.2996261682242993,1.0004950495049505,q_derivative,True,1.2e-06,5,5,4.996087500010617,
jacobi_5_5,M1,0.5,32,True,147,5.333333333333333,3.35,1.983333333333333,3.9659863945578233,3.42,0.5459863945578234,1.3447684391080617,q_derivative,True,1.2e-06,9,5,1.5715242000296712,
sgs_3_3,M1,0.1,32,True,428,4.72196261682243,2.57,2.15196261682243,4.719626168224299,3.42,1.2996261682242993,1.0004950495049505,q_derivative,True,1.2e-06,5,5,57.8146988999797,
sgs_3_3,M1,0.5,32,True,147,5.346938775510204,3.35,1.9969387755102042,3.9727891156462585,3.42,0.5527891156462585,1.345890410958904,q_derivative,True,1.2e-06,9,5,22.563626799965277,
