model,eta_target,grid,variant,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
M2,0.1,32,aligned_guard_1p1,26,2.6388087008900958e-05,6.78760516209364e-07,0.10162440595029221,7,7,1.027667868003765e-06,0
M2,0.1,32,aligned_guard_1p1,27,2.7055997940199655e-05,6.679109312986959e-07,0.10137292249395985,7,7,7.548942301420602e-07,0
M2,0.1,32,aligned_guard_1p1,28,2.7714863162654392e-05,6.588652224547363e-07,0.1011354630675211,7,7,5.507665746535597e-07,0
M2,0.1,32,aligned_guard_1p1,29,2.8366331206079336e-05,6.514680434249439e-07,0.10091084978093241,7,7,3.998875899828317e-07,0
M2,0.1,32,aligned_guard_1p1,30,2.9011918915269395e-05,6.455877091900597e-07,0.1006980905801277,7,7,2.9009061853949364e-07,0
M2,0.1,32,aligned_guard_1p1,31,2.9653031080823667e-05,6.411121655542726e-07,0.10049633824311234,7,7,2.075148868832782e-07,0
M2,0.1,32,aligned_guard_1p1,32,3.029097687741911e-05,6.379457965954418e-07,0.10030485783503244,7,7,1.4803810115390333e-07,0
M2,0.1,32,aligned_guard_1p1,33,3.092698375721016e-05,6.360068797910534e-07,0.10012300080963367,7,7,1.0543130027361845e-07,0
M2,0.1,32,aligned_guard_1p1,34,3.156220930443513e-05,6.352255472249668e-07,0.0999501843794486,7,7,7.403470331077511e-08,0
M2,0.1,32,aligned_guard_1p1,35,3.219775145092424e-05,6.35542146489106e-07,0.09978587508783152,7,7,5.1468431843090495e-08,0
M2,0.1,32,aligned_guard_1p1,36,3.2834657371656714e-05,6.369059207324703e-07,0.0996295757418457,7,7,3.606950629979792e-08,0
M2,0.1,32,aligned_guard_1p1,37,3.34739313181631e-05,6.392739465063904e-07,0.09948081503208617,7,7,2.5945017402052457e-08,0
M2,0.1,32,aligned_guard_1p1,38,3.4116541600658476e-05,6.42610282495375e-07,0.09933913929118722,6,6,1.892379238496058e-06,0
M2,0.1,32,aligned_guard_1p1,39,3.4763426893887894e-05,6.468852932294166e-07,0.09920410594257172,6,6,1.3899486366951924e-06,0
M2,0.1,32,aligned_guard_1p1,40,3.5415502014250244e-05,6.520751203623489e-07,0.09907527825604708,6,6,1.016132540477761e-06,0
M2,0.1,32,aligned_guard_1p1,41,3.607366329508677e-05,6.581612808365233e-07,0.09895222110905012,6,6,7.408548194458501e-07,0
M2,0.1,32,aligned_guard_1p1,42,3.673879367160575e-05,6.651303765189848e-07,0.09883449747238296,6,6,5.388093247025129e-07,0
M2,0.1,32,aligned_guard_1p1,43,3.7411767575990545e-05,6.729739043847926e-07,0.09872166540120143,6,6,3.913935438169374e-07,0
M2,0.1,32,aligned_guard_1p1,44,3.80934557359804e-05,6.816881599898564e-07,0.098613275331513,6,6,2.814629483694197e-07,0
M2,0.1,32,aligned_guard_1p1,45,3.8784729966248275e-05,6.912742302678748e-07,0.09850886751007445,6,6,2.032490182252034e-07,0
M2,0.1,32,aligned_guard_1p1,46,3.9486468040942084e-05,7.017380746938123e-07,0.0984079694036175,6,6,1.4600873241173912e-07,0
M2,0.1,32,aligned_guard_1p1,47,4.0199558737708376e-05,7.130906967662889e-07,0.09831009294591855,6,6,1.0452324810586217e-07,0
M2,0.1,32,aligned_guard_1p1,48,4.092490714843419e-05,7.253484107258121e-07,0.09821473148818351,6,6,7.53065411129891e-08,0
M2,0.1,32,aligned_guard_1p1,49,4.166344036003603e-05,7.38533211601847e-07,0.09812135631930335,6,6,5.353946686001794e-08,0
M2,0.1,32,aligned_guard_1p1,50,4.24161136202777e-05,7.526732602416706e-07,0.09802941261730012,6,6,3.781782118993324e-08,0
M2,0.1,32,aligned_guard_1p1,51,4.318391711939694e-05,7.678034991192425e-07,0.09793831468088718,6,6,2.7987313062553666e-08,0
M2,0.1,32,aligned_guard_1p1,52,4.396788353909794e-05,7.839664197009923e-07,0.09784744026937646,6,6,1.923228053175506e-08,0
M2,0.1,32,aligned_guard_1p1,53,4.476909654737154e-05,8.012130082736075e-07,0.09775612384828637,6,6,1.4595525030861875e-08,0
M2,0.1,32,aligned_guard_1p1,54,4.5588700452204205e-05,8.196039048326614e-07,0.09766364849446918,6,6,9.59524665909974e-09,0
M2,0.1,32,aligned_guard_1p1,55,4.6427911271651604e-05,8.392108194473983e-07,0.09756923615462039,6,6,7.6069795076417e-09,0
M2,0.1,32,aligned_guard_1p1,56,4.728802953486879e-05,8.601182632171888e-07,0.09747203586918882,5,5,1.8103841818309668e-06,0
M2,0.1,32,aligned_guard_1p1,57,4.8170455202443333e-05,8.824256675745444e-07,0.09737110946541457,5,5,1.3749923480092938e-06,0
M2,0.1,32,aligned_guard_1p1,58,4.907670519016477e-05,9.06249987721435e-07,0.09726541406386241,5,5,1.041592282134636e-06,0
M2,0.1,32,aligned_guard_1p1,59,5.000843410577542e-05,9.317289156106512e-07,0.09715378055398602,5,5,7.894395318908979e-07,0
M2,0.1,32,aligned_guard_1p1,60,5.096745897366815e-05,9.59024867892724e-07,0.09703488688579086,5,5,5.969818100188809e-07,0
M2,0.1,32,aligned_guard_1p1,61,5.195578894309604e-05,9.883299694278896e-07,0.09690722464295826,5,5,4.521859164560665e-07,0
M2,0.1,32,aligned_guard_1p1,62,5.297566127260425e-05,1.019872329508207e-06,0.09676905678554792,5,5,3.4442205527734956e-07,0
M2,0.1,32,aligned_guard_1p1,63,5.402958528859251e-05,1.0539240159882606e-06,0.09661836363452338,5,5,2.703280635352344e-07,0
M2,0.1,32,aligned_guard_1p1,64,5.512039657574587e-05,1.0908112871533623e-06,0.09645277297008707,5,5,2.312159695800192e-07,0
M2,0.1,32,aligned_guard_1p1,65,5.625132444185466e-05,1.1309278661087907e-06,0.09626946832281937,5,5,2.389231418910449e-07,0
M2,0.1,32,aligned_guard_1p1,66,5.742607681746399e-05,1.1747523756093287e-06,0.0960650668006717,5,5,3.1486490404986044e-07,0
M2,0.1,32,aligned_guard_1p1,67,5.864894837185208e-05,1.2228715543880877e-06,0.09583545352122014,5,5,5.098892577807612e-07,0
M2,0.1,32,aligned_guard_1p1,68,5.9924960024593226e-05,1.2760116527411397e-06,0.09557555286673522,5,5,9.538944965320259e-07,0
M2,0.1,32,aligned_guard_1p1,69,6.126004165840845e-05,1.3350816338152219e-06,0.09527900546731145,5,5,1.970799801160818e-06,0
M2,0.1,32,aligned_guard_1p1,70,6.266127546355481e-05,1.4012338051463655e-06,0.09493770050696301,6,6,4.0240515510850074e-08,0
M2,0.1,32,aligned_guard_1p1,71,6.413722632150044e-05,1.4759508579456217e-06,0.09454107869682847,6,6,9.905693346744058e-08,0
M2,0.1,32,aligned_guard_1p1,72,6.569840044632575e-05,1.5611741248253126e-06,0.09407505771475917,6,6,2.2473803960617992e-07,0
M2,0.1,32,aligned_guard_1p1,73,6.73578988965514e-05,1.6594984502256486e-06,0.09352030803687908,6,6,4.7253583434402656e-07,0
M2,0.1,32,aligned_guard_1p1,74,6.913237813540424e-05,1.7744792388528457e-06,0.09284935210798645,12,7,4.0600182768049313e-08,0
M2,0.1,32,aligned_guard_1p1,75,7.104351612244057e-05,1.9111379870363293e-06,0.0920214035401602,14,7,4.037578794592591e-07,0
M2,0.1,32,aligned_guard_1p1,76,7.312035685026348e-05,2.0768407278229202e-06,0.09097255726882003,16,8,5.9480457978491426e-08,0
M2,0.1,32,aligned_guard_1p1,77,7.540328786833516e-05,2.2829310180716855e-06,0.08959555017739697,16,8,4.3813272481216187e-07,0
M2,0.1,32,aligned_guard_1p1,78,7.791451198821402e-05,2.5112241198788544e-06,0.08656839961298306,18,9,1.644655528603095e-07,0
M2,0.1,32,aligned_guard_1p1,79,8.067685852008076e-05,2.76234653186674e-06,0.10527401633123622,18,9,1.8869889648635891e-06,0
M2,0.1,32,aligned_guard_1p1,80,8.198883778530383e-05,1.3119792652230724e-06,0.05998728961896051,16,8,2.618096586983484e-07,1
M2,0.1,32,aligned_guard_1p1,81,8.343201497704922e-05,1.4431771917453798e-06,0.07303757728738476,16,8,1.1832519438469409e-06,0
M2,0.1,32,aligned_guard_1p1,82,8.501950988796913e-05,1.587494910919918e-06,0.08978029367203455,18,9,2.658368152906244e-07,0
M2,0.1,32,aligned_guard_1p1,83,8.589263208897508e-05,8.73122201005955e-07,0.05543657852544702,16,8,9.964240964670722e-08,1
M2,0.1,32,aligned_guard_1p1,84,8.685306651008164e-05,9.604344211065506e-07,0.06529779778783795,16,8,3.5698199171876196e-07,0
M2,0.1,32,aligned_guard_1p1,85,8.790954437329884e-05,1.0564778632172057e-06,0.07742818190116028,16,8,1.354225128781443e-06,0
M2,0.1,32,aligned_guard_1p1,86,8.907167002283776e-05,1.1621256495389264e-06,0.09248257886102927,18,9,2.3955977507679316e-07,0
M2,0.1,32,aligned_guard_1p1,87,9.032825873808673e-05,1.2565887152489735e-06,0.10945770394553686,18,9,1.0509965953291005e-06,0
M2,0.1,32,aligned_guard_1p1,88,9.090226525839261e-05,5.740065203058788e-07,0.05550156042137724,14,8,6.813234527821383e-08,1
M2,0.1,32,aligned_guard_1p1,89,9.153367243072908e-05,6.314071723364668e-07,0.06392969351255619,15,8,2.1951802373625641e-07,0
M2,0.1,32,aligned_guard_1p1,90,9.22282203202992e-05,6.945478895701135e-07,0.07397333074422562,16,8,7.250081219294244e-07,0
M2,0.1,32,aligned_guard_1p1,91,9.299222299882632e-05,7.640026785271249e-07,0.08602113982334478,17,9,9.062960817648415e-08,0
M2,0.1,32,aligned_guard_1p1,92,9.383262594520615e-05,8.404029463798374e-07,0.10057346933219036,17,9,3.8155966363101935e-07,0
M2,0.1,32,aligned_guard_1p1,93,9.466823691891535e-05,8.35610973709198e-07,0.10714255217076032,17,9,6.669716384839189e-07,0
M2,0.1,32,aligned_guard_1p1,94,9.544814271430599e-05,7.799057953906385e-07,0.10730767945034887,17,9,6.588321621413579e-07,0
M2,0.1,32,aligned_guard_1p1,95,9.617493673257706e-05,7.267940182710782e-07,0.10690025379726363,17,9,6.238484320139177e-07,0
M2,0.1,32,aligned_guard_1p1,96,9.685481726836086e-05,6.798805357838002e-07,0.10648817228570595,17,9,5.949635467836096e-07,0
M2,0.1,32,aligned_guard_1p1,97,9.74932736538829e-05,6.384563855220393e-07,0.1061160395992701,17,9,5.731041807551156e-07,0
M2,0.1,32,aligned_guard_1p1,98,9.809493235499262e-05,6.01658701109715e-07,0.10577992412116506,16,9,5.397349915041097e-07,0
M2,0.1,32,aligned_guard_1p1,99,9.866371580431761e-05,5.687834493249855e-07,0.10547306492174485,9,9,3.444193552961036e-07,0
M2,0.1,32,aligned_guard_1p1,100,9.920298471600325e-05,5.392689116856434e-07,0.10518971728191724,9,9,3.738423118127135e-07,0
M2,0.1,32,aligned_guard_1p1,101,9.971564785991147e-05,5.126631439082184e-07,0.10492517381170398,9,9,4.0001387243181185e-07,0
M2,0.1,32,aligned_guard_1p1,102,0.000100204246663501,4.88598803589528e-07,0.10467552992674174,9,9,4.1951600889368425e-07,0
M2,0.1,32,aligned_guard_1p1,103,0.0001006710212801965,4.6677461669549606e-07,0.10443749092884452,9,9,4.367826932224517e-07,0
M2,0.1,32,aligned_guard_1p1,104,0.00010111796290292614,4.469416227296379e-07,0.10420822689190697,9,9,4.475421778434992e-07,0
M2,0.1,32,aligned_guard_1p1,105,0.00010154685574186988,4.2889283894374404e-07,0.10398526245311962,9,9,4.5265164160237255e-07,0
M2,0.1,32,aligned_guard_1p1,106,0.00010195931115028615,4.124554084162693e-07,0.10376639135799887,9,9,4.568184783544013e-07,0
M2,0.1,32,aligned_guard_1p1,107,0.00010235679573370322,3.9748458341707096e-07,0.10354960868037862,9,9,4.569276607875293e-07,0
M2,0.1,32,aligned_guard_1p1,108,0.00010274065482161534,3.838590879121202e-07,0.10333305575674552,9,9,4.551135450583907e-07,0
M2,0.1,32,aligned_guard_1p1,109,0.00010311213235617674,3.71477534561405e-07,0.10311497429254597,9,9,4.5003312861884516e-07,0
M2,0.1,32,aligned_guard_1p1,110,0.00010347238801944005,3.6025566326331185e-07,0.10289366705880708,9,9,4.402266555237677e-07,0
M2,0.1,32,aligned_guard_1p1,111,0.00010382251225308935,3.5012423364930133e-07,0.1026674632574677,9,9,4.274477779795603e-07,0
M2,0.1,32,aligned_guard_1p1,112,0.00010416353970476726,3.4102745167791456e-07,0.10243468709277359,9,9,4.095943808729822e-07,0
M2,0.1,32,aligned_guard_1p1,113,0.00010449646155122055,3.3292184645329277e-07,0.10219362840725205,9,9,3.931179089785123e-07,0
M2,0.1,32,aligned_guard_1p1,114,0.0001048222370928488,3.257755416282561e-07,0.10194251446493521,9,9,3.6837105824208793e-07,0
M2,0.1,32,aligned_guard_1p1,115,0.00010514180498200491,3.195678891561105e-07,0.10167948211742708,9,9,3.4332430362039544e-07,0
M2,0.1,32,aligned_guard_1p1,116,0.00010545609443598448,3.142894539795645e-07,0.10140254968517191,9,9,3.1679311742329243e-07,0
M2,0.1,32,aligned_guard_1p1,117,0.00010576603679439199,3.0994235840750566e-07,0.10110958793438042,9,9,2.8682215594991225e-07,0
M2,0.1,32,aligned_guard_1p1,118,0.00010607257781066895,3.065410162769693e-07,0.10079828952973817,9,9,2.5852205040502573e-07,0
M2,0.1,32,aligned_guard_1p1,119,0.00010637669112222126,3.0411331155230723e-07,0.10046613628853376,9,9,2.2387006900431568e-07,0
M2,0.1,32,aligned_guard_1p1,120,0.00010667939342847788,3.0270230625661655e-07,0.10011036344087844,9,9,1.9187954193103926e-07,0
M2,0.1,32,aligned_guard_1p1,121,0.00010698176203034135,3.02368601863464e-07,0.09973090935802212,9,9,1.606054179096676e-07,0
M2,0.1,32,aligned_guard_1p1,122,0.00010728494647316839,3.0318444282704436e-07,0.09934055538252867,9,9,1.3028027264026607e-07,0
M2,0.1,32,aligned_guard_1p1,123,0.00010759014352150336,3.051970483349707e-07,0.09891934305251825,9,9,1.0127480501471289e-07,0
M2,0.1,32,aligned_guard_1p1,124,0.00010789867473381937,3.085312123160134e-07,0.09846355236003378,9,9,7.869306458213419e-08,0
M2,0.1,32,aligned_guard_1p1,125,0.00010821202033726445,3.1334560344508333e-07,0.0979701407392213,9,9,5.507424324366636e-08,0
M2,0.1,32,aligned_guard_1p1,126,0.00010853185819916888,3.198378619044269e-07,0.09742217757765927,8,8,1.447754173568242e-06,0
M2,0.1,32,aligned_guard_1p1,127,0.00010886015907465431,3.283008754854313e-07,0.09683925751427624,8,8,9.968812415410152e-07,0
M2,0.1,32,aligned_guard_1p1,128,0.00010919917538261912,3.390163079648071e-07,0.0962437310563358,8,8,6.491925731691379e-07,0
M2,0.1,32,aligned_guard_1p1,129,0.00010955142306072126,3.5224767810213586e-07,0.09567128389794458,8,8,3.957031632118156e-07,0
M2,0.1,32,aligned_guard_1p1,130,0.00010991960843855928,3.6818537783802404e-07,0.09489906805380424,8,8,2.2224837116663125e-07,0
M2,0.1,32,aligned_guard_1p1,131,0.00011030758419573877,3.879757571794874e-07,0.09404369365291854,8,8,1.1519214355220208e-07,0
M2,0.1,32,aligned_guard_1p1,132,0.00011072013259968743,4.12548403948665e-07,0.09309803988685024,8,8,5.5683601019823694e-08,0
M2,0.1,32,aligned_guard_1p1,133,0.00011116326588632812,4.4313328664069544e-07,0.09205000312029624,7,7,1.5488991841395835e-06,0
M2,0.1,32,aligned_guard_1p1,134,0.00011164467085278053,4.814049664524003e-07,0.09088645261484767,7,7,6.649231991274895e-07,0
M2,0.1,32,aligned_guard_1p1,135,0.00011217421631587817,5.295454630976404e-07,0.08957487041357634,7,7,2.521322968907179e-07,0
M2,0.1,32,aligned_guard_1p1,136,0.00011275671632528558,5.825000094074045e-07,0.08700917695939937,7,7,7.485621610512416e-08,0
M2,0.1,32,aligned_guard_1p1,137,0.00011339746633563372,6.407500103481449e-07,0.08334324866040863,7,7,1.703359015204584e-08,0
M2,0.1,32,aligned_guard_1p1,138,0.00011410229134701667,7.048250113829595e-07,0.07885503860810307,6,6,5.105913288268134e-07,0
M2,0.1,32,aligned_guard_1p1,139,0.00011487759885953793,7.753075125212554e-07,0.07393047254662886,6,6,6.7050332256196e-08,0
M2,0.1,32,aligned_guard_1p1,140,0.00011573043712331131,8.528382637733811e-07,0.06902860143593542,6,6,6.412368677204121e-08,0
M2,0.1,32,aligned_guard_1p1,141,0.00011666855921346202,9.381220901507193e-07,0.06462907745464551,6,6,1.1963957000462107e-07,0
M2,0.1,32,aligned_guard_1p1,142,0.00011770049351262782,1.0319342991657913e-06,0.061165366206364626,6,6,2.358038694444321e-07,0
M2,0.1,32,aligned_guard_1p1,143,0.00011883562124171018,1.1351277290823704e-06,0.05895246399049646,6,6,4.854812918261348e-07,0
M2,0.1,32,aligned_guard_1p1,144,0.0001200842617437008,1.2486405019906076e-06,0.05812608957008895,6,6,1.0291625385814927e-06,0
M2,0.1,32,aligned_guard_1p1,145,0.00012145776629589046,1.3735045521896685e-06,0.05861637177669085,7,7,4.3676548334502366e-08,0
M2,0.1,32,aligned_guard_1p1,146,0.00012296862130329908,1.5108550074086355e-06,0.06017444783051265,7,7,1.1125010050109475e-07,0
M2,0.1,32,aligned_guard_1p1,147,0.00012463056181144858,1.6619405081494993e-06,0.06695233128108173,7,7,2.946615777389127e-07,0
M2,0.1,32,aligned_guard_1p1,148,0.00012645869637041302,1.8281345589644494e-06,0.0769685199482418,7,7,8.150251647897142e-07,0
M2,0.1,32,aligned_guard_1p1,149,0.0001284696443852739,2.0109480148608946e-06,0.08897599548188546,8,8,7.877149950902433e-08,0
M2,0.1,32,aligned_guard_1p1,150,0.0001306816872016209,2.212042816346984e-06,0.1035059293476992,8,8,2.7932534175015476e-07,0
M2,0.1,32,aligned_guard_1p1,151,0.00013281880420572628,2.1371170041053837e-06,0.10683915250557109,8,8,3.6552950736409116e-07,0
M2,0.1,32,aligned_guard_1p1,152,0.00013481911678214244,2.0003125764161643e-06,0.10691913954001792,8,8,3.68998222536518e-07,0
M2,0.1,32,aligned_guard_1p1,153,0.00013668998161048076,1.8708648283383194e-06,0.10670237031991428,8,8,3.644319948887398e-07,0
M2,0.1,32,aligned_guard_1p1,154,0.00013844333050303965,1.7533488925589057e-06,0.10646756835503395,8,8,3.584427863368636e-07,0
M2,0.1,32,aligned_guard_1p1,155,0.0001400901689907114,1.6468384876717295e-06,0.10624037283200105,8,8,3.5241100614557475e-07,0
M2,0.1,32,aligned_guard_1p1,156,0.00014164027507917166,1.5501060884602612e-06,0.10602256323193818,8,8,3.464407271955172e-07,0
M2,0.1,32,aligned_guard_1p1,157,0.0001431023280999699,1.462053020798226e-06,0.10581360774570994,8,8,3.403294365603522e-07,0
M2,0.1,32,aligned_guard_1p1,158,0.0001444840530519362,1.381724951966306e-06,0.10561272247977847,8,8,3.339346169149358e-07,0
M2,0.1,32,aligned_guard_1p1,159,0.00014579234709030913,1.308294038372946e-06,0.10541910668765572,8,8,3.2740122471800413e-07,0
M2,0.1,32,aligned_guard_1p1,160,0.0001470333878081453,1.2410407178361565e-06,0.10523199213747064,8,8,3.2037430380600923e-07,0
M2,0.1,32,aligned_guard_1p1,161,0.00014821272566218393,1.17933785403864e-06,0.10505066217067566,8,8,3.130136552221125e-07,0
M2,0.1,32,aligned_guard_1p1,162,0.00014933536290184508,1.1226372396611566e-06,0.10487445856061171,8,8,3.0605774102967256e-07,0
M2,0.1,32,aligned_guard_1p1,163,0.0001504058211002179,1.0704581983728035e-06,0.1047027806121483,8,8,2.990805830857242e-07,0
M2,0.1,32,aligned_guard_1p1,164,0.0001514281991040439,1.0223780038260054e-06,0.10453507871581237,8,8,2.927637339162711e-07,0
M2,0.1,32,aligned_guard_1p1,165,0.0001524062229563102,9.78023852266308e-07,0.10437084376810005,8,8,2.846076842053757e-07,0
M2,0.1,32,aligned_guard_1p1,166,0.00015334328911095332,9.370661546431147e-07,0.10420959336998238,8,8,2.7831409854947556e-07,0
M2,0.1,32,aligned_guard_1p1,167,0.0001542425020570361,8.992129460827903e-07,0.10405085540457713,8,8,2.7166782006536974e-07,0
M2,0.1,32,aligned_guard_1p1,168,0.00015510670729839275,8.642052413566555e-07,0.10389414938155017,8,8,2.6631042560149907e-07,0
M2,0.1,32,aligned_guard_1p1,169,0.0001559385204914368,8.318131930440769e-07,0.10373896579235566,8,8,2.5973880890910435e-07,0
M2,0.1,32,aligned_guard_1p1,170,0.0001567403534253693,8.01832933932499e-07,0.10358474361108763,8,8,2.56374726328847e-07,0
M2,0.1,32,aligned_guard_1p1,171,0.00015751443743231827,7.740840069489455e-07,0.10343084598211551,8,8,2.4994559965945306e-07,0
M2,0.1,32,aligned_guard_1p1,172,0.00015826284473731392,7.484073049956436e-07,0.10327653403845005,8,8,2.486581599394e-07,0
M2,0.1,32,aligned_guard_1p1,173,0.0001589875081973764,7.246634600624864e-07,0.10312093867977473,8,8,2.455222053633072e-07,0
M2,0.1,32,aligned_guard_1p1,174,0.0001596902398339772,7.027316366007981e-07,0.10296302999132888,8,8,2.425513113257668e-07,0
M2,0.1,32,aligned_guard_1p1,175,0.00016037274853312873,6.825086991515103e-07,0.10280158378942293,8,8,2.4329216432944083e-07,0
M2,0.1,32,aligned_guard_1p1,176,0.00016103665727265704,6.639087395283228e-07,0.10263514451824922,8,8,2.422698072497159e-07,0
M2,0.1,32,aligned_guard_1p1,177,0.00016168352023820807,6.468629655510208e-07,0.10246198337265694,8,8,2.42531332397568e-07,0
M2,0.1,32,aligned_guard_1p1,178,0.00016231484021100067,6.313199727926045e-07,0.10228005005100567,8,8,2.457432838518221e-07,0
M2,0.1,32,aligned_guard_1p1,179,0.00016293208665591125,6.1724644491059e-07,0.10208691590505696,8,8,2.4903835924738724e-07,0
M2,0.1,32,aligned_guard_1p1,180,0.00016353671501542075,6.046283595095012e-07,0.10187970538198507,8,8,2.5557375966186115e-07,0
M2,0.1,32,aligned_guard_1p1,181,0.00016413018783441107,5.934728189903217e-07,0.10165501144348095,8,8,2.6878444851326093e-07,0
M2,0.1,32,aligned_guard_1p1,182,0.00016471399851975075,5.838106853396854e-07,0.10140878893845884,8,8,2.831956888542943e-07,0
M2,0.1,32,aligned_guard_1p1,183,0.0001652896988031788,5.757002834280746e-07,0.10113621744715012,8,8,3.1356168288200204e-07,0
M2,0.1,32,aligned_guard_1p1,184,0.000165858931366903,5.692325637241806e-07,0.1008315215018038,8,8,3.6061280457720325e-07,0
M2,0.1,32,aligned_guard_1p1,185,0.00016642346967322418,5.645383063212008e-07,0.10048773066205967,8,8,4.361908849645579e-07,0
M2,0.1,32,aligned_guard_1p1,186,0.00016698526791725034,5.617982440261724e-07,0.10009635357486721,8,8,5.667950385874484e-07,0
M2,0.1,32,aligned_guard_1p1,187,0.0001675465253696569,5.612574524065702e-07,0.09964692697543623,8,8,7.852087180542208e-07,0
M2,0.1,32,aligned_guard_1p1,188,0.00016810977149218402,5.632461225271148e-07,0.09912637920893297,8,8,1.1651745950843595e-06,0
M2,0.1,32,aligned_guard_1p1,189,0.00016867798161649406,5.682101243100351e-07,0.09851811206580208,8,8,1.8417049019889558e-06,0
M2,0.1,32,aligned_guard_1p1,190,0.00016925473863344797,5.767570169539151e-07,0.09780064265678425,9,9,1.1402959947426484e-07,0
M2,0.1,32,aligned_guard_1p1,191,0.00016984446585945195,5.897272260039761e-07,0.09915850913981805,9,9,2.2245430997294683e-07,0
M2,0.1,32,aligned_guard_1p1,192,0.0001704391976995328,5.947318400808483e-07,0.10522072571170545,9,9,3.875373412802271e-07,0
M2,0.1,32,aligned_guard_1p1,193,0.000171004420792282,5.652230927491944e-07,0.10552766510806576,9,9,4.036541712021878e-07,0
M2,0.1,32,aligned_guard_1p1,194,0.00017154003682450482,5.35616032222808e-07,0.10535376925742294,9,9,4.0391420700183503e-07,0
M2,0.1,32,aligned_guard_1p1,195,0.0001720484344224247,5.083975979198959e-07,0.10514851276537121,9,9,3.9796857175094745e-07,0
M2,0.1,32,aligned_guard_1p1,196,0.00017253193873889027,4.835043164655466e-07,0.1049477837248207,9,9,3.9770332238160777e-07,0
M2,0.1,32,aligned_guard_1p1,197,0.00017299264815008977,4.6070941119950043e-07,0.10475257227582413,9,9,3.9020189248887615e-07,0
