model,eta_target,grid,variant,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
M1,0.5,64,aligned_guard_1p1,66,0.005384077978276365,0.0004903707252978519,0.19512891403913418,7,7,9.091907589195832e-08,0
M1,0.5,64,aligned_guard_1p1,67,0.005923485776104002,0.0005394077978276372,0.19841298851967387,7,7,1.0180366604182291e-07,0
M1,0.5,64,aligned_guard_1p1,68,0.006516834353714403,0.000593348577610401,0.20073248398029103,7,7,1.0914306081750227e-07,0
M1,0.5,64,aligned_guard_1p1,69,0.007169517789085845,0.0006526834353714411,0.20218055030840734,7,7,1.1289998001391551e-07,0
M1,0.5,64,aligned_guard_1p1,70,0.00788746956799443,0.0007179517789085853,0.20284059874742924,7,7,1.1103222722947308e-07,0
M1,0.5,64,aligned_guard_1p1,71,0.008677216524793875,0.0007897469567994438,0.2027826828260076,7,7,1.0121210345708036e-07,0
M1,0.5,64,aligned_guard_1p1,72,0.009545938177273262,0.0008687216524793883,0.20206221561227244,7,7,7.910323552027372e-08,0
M1,0.5,64,aligned_guard_1p1,73,0.01050153199500059,0.0009555938177273272,0.20072037611288113,7,7,4.407920597630904e-08,0
M1,0.5,64,aligned_guard_1p1,74,0.01155268519450065,0.00105115319950006,0.1987856005547259,7,7,5.8225829030950415e-08,0
M1,0.5,64,aligned_guard_1p1,75,0.012708953713950717,0.001156268519450066,0.22080692909004532,7,7,1.5776386538036178e-07,0
M1,0.5,64,aligned_guard_1p1,76,0.01398084908534579,0.0012718953713950728,0.24377386716952507,7,7,2.95375632398795e-07,0
M1,0.5,64,aligned_guard_1p1,77,0.015379933993880369,0.0013990849085345801,0.2618141884615301,7,7,4.51349168688917e-07,0
M1,0.5,64,aligned_guard_1p1,78,0.016918927393268408,0.0015389933993880383,0.2747657440927694,7,7,5.998143965969001e-07,0
M1,0.5,64,aligned_guard_1p1,79,0.01861182013259525,0.0016928927393268422,0.2829864505037555,7,7,7.072975951791042e-07,0
M1,0.5,64,aligned_guard_1p1,80,0.020474002145854774,0.0018621820132595267,0.28708306235436204,7,7,7.392308666449466e-07,0
M1,0.5,64,aligned_guard_1p1,81,0.022522402360440254,0.0020484002145854797,0.2877048212758265,7,7,6.584217878274898e-07,0
M1,0.5,64,aligned_guard_1p1,82,0.024775642596484283,0.0022532402360440277,0.28543096777354415,7,7,4.415505337313619e-07,0
M1,0.5,64,aligned_guard_1p1,83,0.027254206856132713,0.0024785642596484307,0.2807332202861805,7,7,3.2047650159528155e-07,0
M1,0.5,64,aligned_guard_1p1,84,0.029980627541745988,0.002726420685613274,0.2951235307179186,7,7,8.369973953265145e-07,0
M1,0.5,64,aligned_guard_1p1,85,0.032979690295920586,0.0029990627541746015,0.32698206840989646,7,7,1.5059329660264128e-06,0
M1,0.5,64,aligned_guard_1p1,86,0.03627865932551265,0.003298969029592062,0.34633055258062984,7,7,1.992626868536187e-06,0
M1,0.5,64,aligned_guard_1p1,87,0.03990752525806392,0.0036288659325512686,0.3546848117916852,8,8,5.599953104800009e-08,0
M1,0.5,64,aligned_guard_1p1,88,0.043899277783870316,0.003991752525806396,0.3543589108005514,7,7,1.5130705671837562e-06,0
M1,0.5,64,aligned_guard_1p1,89,0.048290205562257354,0.0043909277783870364,0.34750191541941394,7,7,9.758604210652808e-07,0
M1,0.5,64,aligned_guard_1p1,90,0.0531202261184831,0.004830020556225741,0.35167577212225,8,8,9.031576879873225e-08,0
M1,0.5,64,aligned_guard_1p1,91,0.058433248730331414,0.005313022611848316,0.3900991088185249,8,8,1.262672622805236e-07,0
M1,0.5,64,aligned_guard_1p1,92,0.06427757360336456,0.005844324873033148,0.40663298836092004,8,8,1.0931007283040431e-07,0
M1,0.5,64,aligned_guard_1p1,93,0.07070633096370102,0.006428757360336463,0.4063553331389411,8,8,5.324520207388259e-08,0
M1,0.5,64,aligned_guard_1p1,94,0.07777796406007113,0.00707163309637011,0.39450626112933734,8,8,1.2194746168346017e-07,0
M1,0.5,64,aligned_guard_1p1,95,0.08555676046607825,0.007778796406007121,0.42084472120552635,8,8,1.9625686579492096e-07,0
M1,0.5,64,aligned_guard_1p1,96,0.09411343651268608,0.008556676046607835,0.44715168500449826,8,8,1.566459053706733e-07,0
M1,0.5,64,aligned_guard_1p1,97,0.1035257801639547,0.009412343651268619,0.44656188771113514,8,8,1.026776745799015e-07,0
M1,0.5,64,aligned_guard_1p1,98,0.11387935818035018,0.010353578016395481,0.4288419296572571,8,8,2.3429855475587854e-07,0
M1,0.5,64,aligned_guard_1p1,99,0.1252682939983852,0.01138893581803503,0.47210058663440385,8,8,2.2953412449558905e-07,0
M1,0.5,64,aligned_guard_1p1,100,0.1373302741573451,0.012061980158959913,0.46950650949860184,8,8,1.1310981081548694e-07,0
M1,0.5,64,aligned_guard_1p1,101,0.15017565533410582,0.012845381176760696,0.44438216017816357,8,8,1.9333810285524176e-07,0
M1,0.5,64,aligned_guard_1p1,102,0.1643055746285426,0.014129919294436766,0.47736944977831836,8,8,1.842965527770764e-07,0
M1,0.5,64,aligned_guard_1p1,103,0.17910534794981237,0.014799773321269766,0.4740738356061295,8,8,1.1078209630246679e-07,0
M1,0.5,64,aligned_guard_1p1,104,0.19471449172627436,0.015609143776461998,0.4458461714820919,8,8,1.557805461375905e-07,0
M1,0.5,64,aligned_guard_1p1,105,0.21188454988038258,0.0171700581541082,0.4829552203240756,8,8,1.2254051319686445e-07,0
M1,0.5,64,aligned_guard_1p1,106,0.22966058524716734,0.017776035366784775,0.4699671711548653,8,8,1.103554031773689e-07,0
M1,0.5,64,aligned_guard_1p1,107,0.24857258214591152,0.01891199689874418,0.4516297648972134,8,8,1.1743976577401151e-07,0
M1,0.5,64,aligned_guard_1p1,108,0.2693757787345301,0.0208031965886186,0.48918830526307244,8,8,9.580363044917958e-08,0
M1,0.5,64,aligned_guard_1p1,109,0.2906387528947885,0.021262974160258383,0.45968363766492537,8,8,1.0049225587517424e-07,0
M1,0.5,64,aligned_guard_1p1,110,0.31376658736402135,0.02312783446923282,0.47924322325275426,8,8,8.037310805553996e-08,0
M1,0.5,64,aligned_guard_1p1,111,0.3378961246710467,0.024129537307025346,0.4738925273906597,7,7,1.837101830749072e-06,0
M1,0.5,64,aligned_guard_1p1,112,0.3633549955250429,0.025458870853996222,0.4598888754465105,7,7,1.8657098519375624e-06,0
M1,0.5,64,aligned_guard_1p1,113,0.3910343678835045,0.027679372358461553,0.48568631544345114,7,7,1.6586634046612447e-06,0
M1,0.5,64,aligned_guard_1p1,114,0.4195294803443005,0.028495112460795988,0.45268276719770983,7,7,1.5862280965207027e-06,0
M1,0.5,64,aligned_guard_1p1,115,0.45087410405117606,0.03134462370687559,0.48945529430129214,7,7,1.474695502618025e-06,0
M1,0.5,64,aligned_guard_1p1,116,0.4828940087000988,0.032019904648922744,0.45936343506796906,7,7,1.344607894212106e-06,0
M1,0.5,64,aligned_guard_1p1,117,0.5177464830205516,0.034852474320452784,0.4863557049911754,7,7,1.2306203022878837e-06,0
M1,0.5,64,aligned_guard_1p1,118,0.553576713819515,0.03583023079896344,0.4616180412255756,7,7,1.1309793709964343e-06,0
M1,0.5,64,aligned_guard_1p1,119,0.5923861055666787,0.03880939174716369,0.4845688561351342,7,7,1.06058578793567e-06,0
M1,0.5,64,aligned_guard_1p1,120,0.6324313862897353,0.040045280723056534,0.4609494093970871,7,7,9.425381327419179e-07,0
M1,0.5,64,aligned_guard_1p1,121,0.6758692125529634,0.043437826263228084,0.4851500492219074,7,7,9.40577740102594e-07,0
M1,0.5,64,aligned_guard_1p1,122,0.7206366266065067,0.0447674140535433,0.45756118069389784,7,7,7.768097894207093e-07,0
M1,0.5,64,aligned_guard_1p1,123,0.7695562202504135,0.048919593643906696,0.48700046001491337,7,7,8.679895071016689e-07,0
M1,0.5,64,aligned_guard_1p1,124,0.8197816282945954,0.05022540804418197,0.46725709858556064,7,7,6.72009872942659e-07,0
M1,0.5,64,aligned_guard_1p1,125,0.8735265667837269,0.05374493848913144,0.47784586608546914,7,7,6.945175570852754e-07,0
M1,0.5,64,aligned_guard_1p1,126,0.9297632555400951,0.05623668875636819,0.47663426580325813,7,7,5.933544759721168e-07,0
M1,0.5,64,aligned_guard_1p1,127,0.98875679921828,0.05899354367818489,0.46456579072948534,7,7,5.341437239028558e-07,0
M1,0.5,64,aligned_guard_1p1,128,1.0522500060529354,0.0634932068346554,0.4822932764509052,7,7,5.623933710195887e-07,0
M1,0.5,64,aligned_guard_1p1,129,1.1180742772327956,0.06582427117986027,0.4704642933281643,7,7,4.722258969732645e-07,0
M1,0.5,64,aligned_guard_1p1,130,1.1880309903280715,0.06995671309527594,0.4710953641814144,7,7,4.459728702920606e-07,0
M1,0.5,64,aligned_guard_1p1,131,1.2622799836469023,0.07424899331883074,0.48008739721407034,7,7,4.292634587420553e-07,0
M1,0.5,64,aligned_guard_1p1,132,1.3396086052163239,0.07732862156942147,0.470991371313883,7,7,3.8080279923210726e-07,0
M1,0.5,64,aligned_guard_1p1,133,1.4216999409383613,0.08209133572203738,0.46855353583433057,7,7,3.648562207342538e-07,0
M1,0.5,64,aligned_guard_1p1,134,1.5093007479367135,0.0876008069983522,0.4796938162787042,8,7,3.5509577724536885e-07,0
M1,0.5,64,aligned_guard_1p1,135,1.600609833050556,0.09130908511384243,0.4761666491277234,8,7,3.132754488299767e-07,0
M1,0.5,64,aligned_guard_1p1,136,1.6964891699183406,0.09587933686778467,0.46862927440210056,8,7,2.9511507186214505e-07,0
M1,0.5,64,aligned_guard_1p1,137,1.7987868091237789,0.1022976392054381,0.47082304756226245,7,7,2.9128845829246245e-07,0
M1,0.5,64,aligned_guard_1p1,138,1.9074238434991087,0.10863703437532983,0.4780259066775747,8,7,2.670776943100719e-07,0
M1,0.5,64,aligned_guard_1p1,139,2.0210547501694083,0.11363090667029976,0.4771188026248825,8,7,2.469344643839643e-07,0
M1,0.5,64,aligned_guard_1p1,140,2.140135056840573,0.11908030667116463,0.4745213340561844,8,7,2.2839871961884708e-07,0
M1,0.5,64,aligned_guard_1p1,141,2.2656091905884406,0.12547413374786776,0.47198114382990114,8,7,2.0783903132381283e-07,0
M1,0.5,64,aligned_guard_1p1,142,2.3985320153539655,0.13292282476552475,0.4702240214918967,7,7,2.0783660052423471e-07,0
M1,0.5,64,aligned_guard_1p1,143,2.5398719072886604,0.141339891934695,0.46959160300410896,8,7,2.361111457138324e-07,0
M1,0.5,64,aligned_guard_1p1,144,2.6903642617414487,0.1504923544527885,0.47413727453857274,9,7,2.436650790390375e-07,0
M1,0.5,64,aligned_guard_1p1,145,2.849065509812745,0.15870124807129607,0.47473769631924595,9,7,2.2076854071882923e-07,0
M1,0.5,64,aligned_guard_1p1,146,3.016211756362939,0.16714624655019447,0.4742902679073617,9,7,2.0719639961893856e-07,0
M1,0.5,64,aligned_guard_1p1,147,3.1924184570482264,0.17620670068528735,0.4736348882460196,9,7,1.8324116080967908e-07,0
M1,0.5,64,aligned_guard_1p1,148,3.3784337876943935,0.18601533064616693,0.473377473507034,10,7,1.8728113991301737e-07,0
M1,0.5,64,aligned_guard_1p1,149,3.5749105330579463,0.19647674536355278,0.4926563193790385,11,7,3.1810095718518215e-07,0
M1,0.5,64,aligned_guard_1p1,150,3.7743160188245746,0.19940548576662842,0.5017486461469827,11,7,2.606768639449727e-07,0
M1,0.5,64,aligned_guard_1p1,151,3.9730265557616433,0.1987105369370687,0.48606797587478456,10,7,1.1059250154694263e-07,0
M1,0.5,64,aligned_guard_1p1,152,4.177432674658332,0.20440611889668936,0.47488103368997436,13,7,8.184241819852207e-08,0
M1,0.5,64,aligned_guard_1p1,153,4.392650912906752,0.2152182382484196,0.4773882564396799,13,7,8.511459090499958e-08,0
M1,0.5,64,aligned_guard_1p1,154,4.618063075172219,0.22541216226546765,0.4656640138721777,14,7,1.0653753805662106e-07,0
M1,0.5,64,aligned_guard_1p1,155,4.860096124270299,0.24203304909808004,0.4831392614329108,14,7,1.6308413980360023e-07,0
M1,0.5,64,aligned_guard_1p1,156,5.0,0.13990387572970064,0.3000587945312912,11,6,2.2259100961552793e-07,0
