model,eta_target,grid,variant,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
M2,0.5,64,aligned_guard_1p1,26,4.131648834113478e-05,9.003059385915813e-07,0.32304225347010856,10,10,1.70002847559338e-07,0
M2,0.5,64,aligned_guard_1p1,27,4.230682487358552e-05,9.903365324507395e-07,0.22277306413961115,9,9,1.971769474914127e-06,0
M2,0.5,64,aligned_guard_1p1,28,4.339619505928133e-05,1.0893701856958135e-06,0.23320569424352475,10,10,2.836025808953578e-07,0
M2,0.5,64,aligned_guard_1p1,29,4.4594502263546726e-05,1.198307204265395e-06,0.26614985560014764,10,10,8.476876807679576e-07,0
M2,0.5,64,aligned_guard_1p1,30,4.591264018823866e-05,1.3181379246919347e-06,0.3034724144240605,11,11,1.8775134470336134e-07,0
M2,0.5,64,aligned_guard_1p1,31,4.736259190539979e-05,1.4499517171611283e-06,0.3431967025338841,11,11,6.2989651304832e-07,0
M2,0.5,64,aligned_guard_1p1,32,4.895753879427703e-05,1.5949468888772413e-06,0.3809495509796204,11,11,1.7072805369194268e-06,0
M2,0.5,64,aligned_guard_1p1,33,5.0711980372041994e-05,1.7544415777649657e-06,0.4057063797218568,11,11,1.659643686962127e-06,0
M2,0.5,64,aligned_guard_1p1,34,5.264186610758346e-05,1.9298857355414624e-06,0.3931231561378364,12,12,3.1294057401655125e-07,0
M2,0.5,64,aligned_guard_1p1,35,5.4764740416679065e-05,2.1228743090956088e-06,0.4596600137864247,12,12,1.6579220170571993e-06,0
M2,0.5,64,aligned_guard_1p1,36,5.707391920689898e-05,2.309178790219912e-06,0.5269338137172254,14,14,1.308996101230724e-06,0
M2,0.5,64,aligned_guard_1p1,37,5.926506611198174e-05,2.191146905082764e-06,0.48762305851859644,17,17,3.9205294929655023e-07,0
M2,0.5,64,aligned_guard_1p1,38,6.151182912575255e-05,2.24676301377081e-06,0.5057056929502195,21,21,1.606886971434569e-06,0
M2,0.5,64,aligned_guard_1p1,39,6.262253592868743e-05,1.1107068029348723e-06,0.3922412181906985,17,17,7.872718916879968e-07,1
M2,0.5,64,aligned_guard_1p1,40,6.384431341191578e-05,1.2217774832283597e-06,0.5177714350723229,21,21,7.714105636398862e-07,0
M2,0.5,64,aligned_guard_1p1,41,6.443423465924073e-05,5.899212473249419e-07,0.35152718147693546,15,15,1.5285064823359823e-06,1
M2,0.5,64,aligned_guard_1p1,42,6.508314803129817e-05,6.489133720574361e-07,0.4180083656920477,17,17,4.676616833693221e-07,0
M2,0.5,64,aligned_guard_1p1,43,6.579695274056135e-05,7.138047092631798e-07,0.47380992869868305,17,17,1.2450279297444193e-06,0
M2,0.5,64,aligned_guard_1p1,44,6.655021334785133e-05,7.532606072899754e-07,0.48819658707538754,17,17,8.624998828755212e-07,0
M2,0.5,64,aligned_guard_1p1,45,6.732168597510021e-05,7.714726272488838e-07,0.48931788775267865,16,16,5.561394498007807e-07,0
M2,0.5,64,aligned_guard_1p1,46,6.811000032713839e-05,7.883143520381761e-07,0.4484892145556412,13,13,2.595932971529453e-07,0
M2,0.5,64,aligned_guard_1p1,47,6.897714611438039e-05,8.671457872419938e-07,0.35909878893005365,9,9,1.9322409017644844e-06,0
M2,0.5,64,aligned_guard_1p1,48,6.993100648034658e-05,9.538603659661933e-07,0.2333268529496372,8,8,5.181694698815879e-07,0
M2,0.5,64,aligned_guard_1p1,49,7.09802528829094e-05,1.0492464025628128e-06,0.14069859700190862,10,8,1.1745901040824978e-07,0
M2,0.5,64,aligned_guard_1p1,50,7.213442392572849e-05,1.154171042819094e-06,0.11279408119427424,15,8,1.4457119974054167e-07,0
M2,0.5,64,aligned_guard_1p1,51,7.340401207282949e-05,1.2695881471010036e-06,0.11161183613557818,16,8,4.882711787715004e-07,0
M2,0.5,64,aligned_guard_1p1,52,7.480055903464059e-05,1.396546961811104e-06,0.10868232857749424,18,9,1.1405223610813682e-07,0
M2,0.5,64,aligned_guard_1p1,53,7.633676069263281e-05,1.5362016579922146e-06,0.10430318442460003,18,9,1.0076882487876928e-06,0
M2,0.5,64,aligned_guard_1p1,54,7.802658251642424e-05,1.6898218237914362e-06,0.11638743103041325,20,10,7.160795517297893e-07,0
M2,0.5,64,aligned_guard_1p1,55,7.988538652259483e-05,1.85880400617058e-06,0.16229818639487095,22,11,1.159356894072729e-06,0
M2,0.5,64,aligned_guard_1p1,56,8.193007092938247e-05,2.0446844067876382e-06,0.23314411234135668,26,13,6.409166608100897e-07,0
M2,0.5,64,aligned_guard_1p1,57,8.417922377684887e-05,2.2491528474664023e-06,0.34587742327635873,37,16,5.54199393721506e-07,0
M2,0.5,64,aligned_guard_1p1,58,8.66532919090619e-05,2.474068132213043e-06,0.5289332851684575,61,22,7.3722772734624e-07,0
M2,0.5,64,aligned_guard_1p1,59,8.782265872789667e-05,1.169366818834765e-06,0.4106863813113483,34,17,6.454226578779876e-07,1
M2,0.5,64,aligned_guard_1p1,60,8.846581047825578e-05,6.431517503591208e-07,0.30585158026016335,27,14,5.190054765996577e-07,1
M2,0.5,64,aligned_guard_1p1,61,8.917327740365081e-05,7.07466925395033e-07,0.38486338674386394,32,16,5.380940921243357e-07,0
M2,0.5,64,aligned_guard_1p1,62,8.995149102158535e-05,7.782136179345363e-07,0.4848257883655296,36,18,1.3998138943459585e-06,0
M2,0.5,64,aligned_guard_1p1,63,9.035277620309256e-05,4.0128518150720243e-07,0.326766700897095,18,14,3.842408161629763e-07,1
M2,0.5,64,aligned_guard_1p1,64,9.079418990275048e-05,4.4141369965792273e-07,0.37371525795844074,20,14,1.3193516131059794e-06,0
M2,0.5,64,aligned_guard_1p1,65,9.12797449723742e-05,4.855550696237151e-07,0.40336860484230586,29,15,2.624996230039134e-07,0
M2,0.5,64,aligned_guard_1p1,66,9.181385554896029e-05,5.341105765860866e-07,0.4097994993686433,29,15,5.565385341698641e-07,0
M2,0.5,64,aligned_guard_1p1,67,9.240137718320498e-05,5.875216342446953e-07,0.40932412331298396,16,15,4.21098808536258e-07,0
M2,0.5,64,aligned_guard_1p1,68,9.304765098087415e-05,6.462737976691649e-07,0.41095660983923993,13,13,1.6739254200378646e-06,0
M2,0.5,64,aligned_guard_1p1,69,9.375855215831024e-05,7.109011774360814e-07,0.37099234196901143,10,10,6.0440357350036e-07,0
M2,0.5,64,aligned_guard_1p1,70,9.454054345348993e-05,7.819912951796896e-07,0.2845604115205304,10,10,6.926482817732085e-08,0
M2,0.5,64,aligned_guard_1p1,71,9.540073387818759e-05,8.601904246976587e-07,0.1893731069023578,9,9,7.74024292457385e-08,0
M2,0.5,64,aligned_guard_1p1,72,9.634694334535501e-05,9.462094671674247e-07,0.11972913830736928,9,8,4.205966797886666e-07,0
M2,0.5,64,aligned_guard_1p1,73,9.738777375923918e-05,1.0408304138841672e-06,0.0802631964547815,13,8,5.907455099147343e-07,0
M2,0.5,64,aligned_guard_1p1,74,9.853268721451176e-05,1.1449134552725841e-06,0.07498355998814081,13,8,1.3145470429554083e-06,0
M2,0.5,64,aligned_guard_1p1,75,9.97920920153116e-05,1.2594048007998426e-06,0.08850188368858496,16,9,2.9767031885238136e-07,0
M2,0.5,64,aligned_guard_1p1,76,0.00010117743729619143,1.385345280879827e-06,0.10800809990111558,17,10,1.4056549891113142e-07,0
M2,0.5,64,aligned_guard_1p1,77,0.00010270131710515923,1.5238798089678096e-06,0.14218852230645546,16,10,1.6615423443699092e-06,0
M2,0.5,64,aligned_guard_1p1,78,0.00010437758489502382,1.6762677898645908e-06,0.19151077562703386,17,12,2.6558238505311436e-07,0
M2,0.5,64,aligned_guard_1p1,79,0.00010622147946387486,1.84389456885105e-06,0.2646938033299564,18,13,1.5194278275751687e-06,0
M2,0.5,64,aligned_guard_1p1,80,0.00010824976348961102,2.028284025736155e-06,0.37640107139250695,21,16,1.2946129729749998e-06,0
M2,0.5,64,aligned_guard_1p1,81,0.00010936531970376591,1.1155562141548854e-06,0.2929636061283439,15,14,3.44098669024383e-07,1
M2,0.5,64,aligned_guard_1p1,82,0.00011059243153933629,1.2271118355703741e-06,0.387793621250403,18,16,9.689892232013585e-07,0
M2,0.5,64,aligned_guard_1p1,83,0.0001119422545584637,1.3498230191274117e-06,0.5237685436026345,21,20,1.5904472529541694e-06,0
M2,0.5,64,aligned_guard_1p1,84,0.00011258653867766783,6.442841192041292e-07,0.36563437722536785,15,15,9.086211299216651e-07,1
M2,0.5,64,aligned_guard_1p1,85,0.00011329525120879237,7.087125311245422e-07,0.451358203156337,17,17,8.432120289142451e-07,0
M2,0.5,64,aligned_guard_1p1,86,0.00011407483499302937,7.795837842369965e-07,0.5360385159506195,18,18,1.2505972633065324e-06,0
M2,0.5,64,aligned_guard_1p1,87,0.00011480200641918563,7.271714261562622e-07,0.517891322225461,17,17,1.2001017181310934e-06,0
M2,0.5,64,aligned_guard_1p1,88,0.0001155040566321835,7.020502129978655e-07,0.4965983507769958,17,17,3.4371770968942316e-07,0
M2,0.5,64,aligned_guard_1p1,89,0.00011621091581918988,7.068591870063727e-07,0.48496419388718626,16,16,1.3450727964994613e-06,0
M2,0.5,64,aligned_guard_1p1,90,0.0001169396904338069,7.287746146170167e-07,0.4814657296784088,16,16,1.5253963326556072e-06,0
M2,0.5,64,aligned_guard_1p1,91,0.00011769651960117443,7.568291673675257e-07,0.4770580115100888,17,17,4.5099226599589767e-07,0
M2,0.5,64,aligned_guard_1p1,92,0.00011848974510950605,7.932255083316218e-07,0.4841128950013334,17,17,1.0672825234522956e-06,0
M2,0.5,64,aligned_guard_1p1,93,0.00011930900185366842,8.192567441623684e-07,0.48992152747399736,16,16,1.96725979612583e-06,0
M2,0.5,64,aligned_guard_1p1,94,0.00012014511202460375,8.361101709353347e-07,0.46681962543603106,14,14,2.385679709408876e-07,0
M2,0.5,64,aligned_guard_1p1,95,0.00012104065082093689,8.955387963331333e-07,0.38826129528906844,13,13,5.437429139436804e-07,0
M2,0.5,64,aligned_guard_1p1,96,0.00012202574349690334,9.850926759664467e-07,0.3361739294978242,14,12,1.2280408980591852e-06,0
M2,0.5,64,aligned_guard_1p1,97,0.00012310934544046642,1.0836019435630915e-06,0.29380771603503775,24,12,2.9691945436183974e-07,0
M2,0.5,64,aligned_guard_1p1,98,0.00012430130757838583,1.1919621379194006e-06,0.25114742716199556,26,13,2.3182603693815694e-07,0
M2,0.5,64,aligned_guard_1p1,99,0.00012561246593009717,1.3111583517113409e-06,0.2944698906639222,28,14,2.408752878479329e-07,0
M2,0.5,64,aligned_guard_1p1,100,0.00012705474011697965,1.442274186882475e-06,0.34288334175417984,28,14,1.992178305615087e-06,0
M2,0.5,64,aligned_guard_1p1,101,0.00012864124172255037,1.5865016055707227e-06,0.3907262968319102,30,15,1.2532787129006584e-06,0
M2,0.5,64,aligned_guard_1p1,102,0.00013038639348867816,1.7451517661277952e-06,0.42648635603275986,26,15,1.5378633664464675e-06,0
M2,0.5,64,aligned_guard_1p1,103,0.00013230606043141874,1.919666942740575e-06,0.4503629386553729,32,16,3.3514992787727984e-07,0
M2,0.5,64,aligned_guard_1p1,104,0.00013441769406843338,2.1116336370146327e-06,0.4688663766536711,38,19,5.99047483241245e-07,0
M2,0.5,64,aligned_guard_1p1,105,0.00013554361914120438,1.1259250727709967e-06,0.36341289463745735,30,15,1.2509238076766034e-06,1
M2,0.5,64,aligned_guard_1p1,106,0.0001367821367212525,1.2385175800480966e-06,0.4772390660181817,36,18,1.754125414263427e-06,0
M2,0.5,64,aligned_guard_1p1,107,0.00013743092978338675,6.48793062134247e-07,0.3434685694367473,28,14,1.6335390455310435e-06,1
M2,0.5,64,aligned_guard_1p1,108,0.0001381446021517344,7.136723683476717e-07,0.41814037865816356,32,16,7.043530726004314e-07,0
M2,0.5,64,aligned_guard_1p1,109,0.00013892964175691685,7.850396051824389e-07,0.49174453369537247,34,17,7.710091717506748e-07,0
M2,0.5,64,aligned_guard_1p1,110,0.0001397278607012974,7.982189443805366e-07,0.505038678101457,34,17,7.112200989294438e-07,0
M2,0.5,64,aligned_guard_1p1,111,0.00014051811596192535,7.90255260627962e-07,0.49729479095195106,34,17,3.964195163673019e-07,0
M2,0.5,64,aligned_guard_1p1,112,0.00014131267009260024,7.945541306748946e-07,0.49421742937072394,32,16,1.802831130995782e-06,0
M2,0.5,64,aligned_guard_1p1,113,0.00014211652087107904,8.03850778478799e-07,0.49035008008054937,32,16,1.6761802693071539e-06,0
M2,0.5,64,aligned_guard_1p1,114,0.00014293619115475346,8.196702836744222e-07,0.4909951926458862,32,16,1.9144869557885956e-06,0
M2,0.5,64,aligned_guard_1p1,115,0.00014377089411717693,8.347029624234853e-07,0.4859009598368631,34,17,4.4855509484172833e-07,0
M2,0.5,64,aligned_guard_1p1,116,0.00014462981705767053,8.589229404936032e-07,0.4888387423186886,34,17,8.887857290852228e-07,0
M2,0.5,64,aligned_guard_1p1,117,0.00014550835108754253,8.78534029872008e-07,0.4956357696994786,34,17,1.7133010571547992e-06,0
M2,0.5,64,aligned_guard_1p1,118,0.00014639462088845368,8.862698009111551e-07,0.4981563202325996,33,17,5.252694280042372e-07,0
M2,0.5,64,aligned_guard_1p1,119,0.00014728417077963777,8.895498911840938e-07,0.47880632726183636,14,14,4.131371669358562e-07,0
M2,0.5,64,aligned_guard_1p1,120,0.00014821309531606901,9.289245364312419e-07,0.4011628205736358,10,10,1.6740534554810576e-06,0
M2,0.5,64,aligned_guard_1p1,121,0.00014923491230614338,1.0218169900743662e-06,0.2873482606388604,10,10,1.1518599475870061e-07,0
M2,0.5,64,aligned_guard_1p1,122,0.00015035891099522518,1.123998689081803e-06,0.20148762947065443,9,9,1.739360878122907e-07,0
M2,0.5,64,aligned_guard_1p1,123,0.00015159530955321517,1.2363985579899834e-06,0.14712507658270188,9,9,7.639526461450863e-07,0
M2,0.5,64,aligned_guard_1p1,124,0.00015295534796700414,1.3600384137889818e-06,0.1264778113642738,10,10,3.315368664326621e-07,0
M2,0.5,64,aligned_guard_1p1,125,0.00015445139022217201,1.49604225516788e-06,0.16196517464963311,11,11,2.6755894644531114e-07,0
M2,0.5,64,aligned_guard_1p1,126,0.0001560970367028567,1.6456464806846682e-06,0.2116339449383152,12,12,4.621156506684658e-07,0
M2,0.5,64,aligned_guard_1p1,127,0.00015790724783160983,1.810211128753135e-06,0.28311461782421826,15,14,2.923183610725096e-07,0
M2,0.5,64,aligned_guard_1p1,128,0.00015989848007323828,1.991232241628449e-06,0.3889516960616666,17,16,1.2950261677543773e-06,0
M2,0.5,64,aligned_guard_1p1,129,0.00016208883553902958,2.190355465791294e-06,0.5486628766812296,22,21,1.993235091849812e-06,0
M2,0.5,64,aligned_guard_1p1,130,0.00016308687803419546,9.980424951658792e-07,0.3892742679343011,16,16,4.768986993353307e-07,1
M2,0.5,64,aligned_guard_1p1,131,0.00016418472477887792,1.0978467446824672e-06,0.49574534833168343,18,18,1.6448809416970172e-06,0
M2,0.5,64,aligned_guard_1p1,132,0.00016473835919439842,5.536344155204972e-07,0.3332333361061573,14,14,3.876651105864847e-07,1
M2,0.5,64,aligned_guard_1p1,133,0.00016534735705147098,6.08997857072547e-07,0.38371088116925406,14,14,1.620978570326452e-06,0
M2,0.5,64,aligned_guard_1p1,134,0.0001660172546942508,6.698976427798017e-07,0.41957231012456725,15,15,6.460337212268534e-07,0
M2,0.5,64,aligned_guard_1p1,135,0.00016675414210130858,7.368874070577819e-07,0.4506435520653652,15,15,1.9515610437452805e-06,0
M2,0.5,64,aligned_guard_1p1,136,0.00016756471824907215,8.105761477635602e-07,0.4813611117955577,16,16,9.18615309297542e-07,0
M2,0.5,64,aligned_guard_1p1,137,0.00016840668089198276,8.419626429106157e-07,0.4910048945111986,16,16,1.2894260922459317e-06,0
M2,0.5,64,aligned_guard_1p1,138,0.00016926406811186863,8.573872198858627e-07,0.489862792924768,16,16,1.4679775573811138e-06,0
M2,0.5,64,aligned_guard_1p1,139,0.00017013919807914657,8.751299672779377e-07,0.4901381143692274,16,16,1.8719191914298191e-06,0
M2,0.5,64,aligned_guard_1p1,140,0.0001710319362090961,8.927381299495218e-07,0.48755479337738983,17,17,4.8363827794962e-07,0
M2,0.5,64,aligned_guard_1p1,141,0.00017194746215825696,9.155259491608582e-07,0.49213346220386106,17,17,9.3098982569407e-07,0
M2,0.5,64,aligned_guard_1p1,142,0.0001728776223886353,9.30160230378331e-07,0.4973337978468113,17,17,1.7467636028505831e-06,0
M2,0.5,64,aligned_guard_1p1,143,0.0001738127691998971,9.351468112617985e-07,0.5005198050110921,17,17,8.753394296037722e-07,0
M2,0.5,64,aligned_guard_1p1,144,0.00017474694483280844,9.341756329113437e-07,0.489123675302554,15,15,2.6362036601395363e-07,0
M2,0.5,64,aligned_guard_1p1,145,0.00017570189312102357,9.5494828821514e-07,0.418433676379888,14,13,1.1263227213513377e-06,0
M2,0.5,64,aligned_guard_1p1,146,0.00017675233623806023,1.050443117036654e-06,0.3661962341876922,15,14,9.164824564935317e-07,0
M2,0.5,64,aligned_guard_1p1,147,0.00017790782366680055,1.1554874287403196e-06,0.40537859587331876,16,14,1.2456509615583862e-06,0
M2,0.5,64,aligned_guard_1p1,148,0.0001791788598384149,1.2710361716143517e-06,0.39287333481983366,18,13,4.5062878452583137e-07,0
M2,0.5,64,aligned_guard_1p1,149,0.0001805769996271907,1.398139788775787e-06,0.29467453903724095,20,10,1.4878043260745908e-06,0
M2,0.5,64,aligned_guard_1p1,150,0.00018211495339484407,1.5379537676533659e-06,0.18905974835380954,22,11,1.372112866334689e-06,0
M2,0.5,64,aligned_guard_1p1,151,0.00018380670253926278,1.6917491444187026e-06,0.24970842908375324,26,13,4.087576378664052e-07,0
M2,0.5,64,aligned_guard_1p1,152,0.00018566762659812336,1.860924058860573e-06,0.3387086641319829,30,15,6.916768510397554e-07,0
M2,0.5,64,aligned_guard_1p1,153,0.00018771464306287,2.0470164647466304e-06,0.47209886112191474,38,19,6.785223214758352e-07,0
M2,0.5,64,aligned_guard_1p1,154,0.00018879864084030693,1.0839977774369218e-06,0.3640171819799742,30,15,1.0853744646992517e-06,1
M2,0.5,64,aligned_guard_1p1,155,0.00018999103839548756,1.192397555180614e-06,0.471940005023777,36,18,9.817353144883522e-07,0
M2,0.5,64,aligned_guard_1p1,156,0.00019062268518453256,6.316467890450076e-07,0.3369671322855212,28,14,9.085400915246406e-07,1
M2,0.5,64,aligned_guard_1p1,157,0.00019131749665248206,6.948114679495085e-07,0.40383025700451697,30,15,1.4438415016887211e-06,0
M2,0.5,64,aligned_guard_1p1,158,0.00019208178926722653,7.642926147444594e-07,0.4646630276480122,32,16,9.068138622886035e-07,0
M2,0.5,64,aligned_guard_1p1,159,0.0001929042052647001,8.224159974735715e-07,0.4901377309374937,34,17,3.638444921065191e-07,0
M2,0.5,64,aligned_guard_1p1,160,0.00019374316944309597,8.389641783958605e-07,0.49892155994338394,34,17,3.740901044988013e-07,0
M2,0.5,64,aligned_guard_1p1,161,0.0001945839470780523,8.407776349563483e-07,0.49902649845897584,32,16,1.6429196281184608e-06,0
M2,0.5,64,aligned_guard_1p1,162,0.00019542636490311042,8.424178250581089e-07,0.4967447667849207,32,16,1.265422104675755e-06,0
M2,0.5,64,aligned_guard_1p1,163,0.00019627430320199828,8.479382988878643e-07,0.4936943830317743,32,16,1.0614713778796648e-06,0
M2,0.5,64,aligned_guard_1p1,164,0.00019713307163043438,8.587684284361107e-07,0.4905806926693703,32,16,1.0404984519525684e-06,0
M2,0.5,64,aligned_guard_1p1,165,0.00019800832868933262,8.752570588982418e-07,0.4862396935528339,32,16,1.2745045956415596e-06,0
M2,0.5,64,aligned_guard_1p1,166,0.00019890835502459842,9.000263352657962e-07,0.48428831114738286,32,16,1.990863544888887e-06,0
M2,0.5,64,aligned_guard_1p1,167,0.00019983758077148198,9.292257468835464e-07,0.4881645156345688,34,17,6.566358819980473e-07,0
M2,0.5,64,aligned_guard_1p1,168,0.00020078933547417236,9.517547026903816e-07,0.49471111009993424,34,17,1.2690462717620508e-06,0
M2,0.5,64,aligned_guard_1p1,169,0.00020175126525830245,9.619297841300978e-07,0.4981616035428333,34,17,8.2379650917467e-07,0
M2,0.5,64,aligned_guard_1p1,170,0.00020271674491117918,9.65479652876728e-07,0.491177385854956,15,15,3.4533587388074926e-07,0
M2,0.5,64,aligned_guard_1p1,171,0.00020369956667850892,9.828217673297288e-07,0.4267007246413262,12,12,1.9876859917104944e-06,0
M2,0.5,64,aligned_guard_1p1,172,0.0002047806706225716,1.0811039440627016e-06,0.3236781985171808,13,13,1.734628783045172e-06,0
M2,0.5,64,aligned_guard_1p1,173,0.00020596988496104058,1.189214338468972e-06,0.3411256233905205,14,14,1.571295607391404e-06,0
M2,0.5,64,aligned_guard_1p1,174,0.00020727802073335644,1.3081357723158694e-06,0.38835762305915367,15,15,8.452890862942963e-07,0
M2,0.5,64,aligned_guard_1p1,175,0.0002087169700829039,1.4389493495474563e-06,0.4210461526880822,15,15,1.2468939790363205e-06,0
M2,0.5,64,aligned_guard_1p1,176,0.0002102998143674061,1.582844284502202e-06,0.4464187579418387,16,16,3.462143675183289e-07,0
M2,0.5,64,aligned_guard_1p1,177,0.00021204094308035853,1.7411287129524224e-06,0.4679525522689135,16,16,7.012015959307965e-07,0
M2,0.5,64,aligned_guard_1p1,178,0.00021390131194095176,1.860368860593227e-06,0.48239028482524693,18,18,1.1952736904749592e-06,0
M2,0.5,64,aligned_guard_1p1,179,0.0002148654528653835,9.641409244317458e-07,0.33541786042575655,14,14,1.6604366068008e-06,1
M2,0.5,64,aligned_guard_1p1,180,0.00021592600788225842,1.0605550168749206e-06,0.426032440456424,17,17,4.922611157191314e-07,0
M2,0.5,64,aligned_guard_1p1,181,0.00021709261840082084,1.1666105185624127e-06,0.5383248268639019,19,19,1.9020368821578803e-06,0
M2,0.5,64,aligned_guard_1p1,182,0.0002176343965523872,5.417781515663555e-07,0.337245369924927,14,14,2.9282448104971316e-07,1
M2,0.5,64,aligned_guard_1p1,183,0.00021823035251911018,5.959559667229911e-07,0.3755352182883267,14,14,8.47190453806454e-07,0
M2,0.5,64,aligned_guard_1p1,184,0.00021888590408250546,6.555515633952903e-07,0.40368468262198687,15,15,3.3096680248748705e-07,0
M2,0.5,64,aligned_guard_1p1,185,0.0002196070108022403,7.211067197348194e-07,0.4330144924777946,15,15,9.532273659482442e-07,0
M2,0.5,64,aligned_guard_1p1,186,0.0002204002281939486,7.932173917083014e-07,0.46052834141405735,16,16,4.284483121700741e-07,0
M2,0.5,64,aligned_guard_1p1,187,0.00022126143185979976,8.612036658511815e-07,0.4915091508793062,16,16,1.1390455882903159e-06,0
M2,0.5,64,aligned_guard_1p1,188,0.00022213751286898393,8.760810091841572e-07,0.5010841203676151,16,16,1.2338506054355986e-06,0
M2,0.5,64,aligned_guard_1p1,189,0.00022301169843341712,8.74185564433203e-07,0.5006112294336991,16,16,1.0194732370744457e-06,0
M2,0.5,64,aligned_guard_1p1,190,0.00022388481664674815,8.731182133310296e-07,0.49611044988028086,16,16,8.581532516295644e-07,0
M2,0.5,64,aligned_guard_1p1,191,0.00022476478018464754,8.799635378993997e-07,0.49123735379422967,16,16,8.552034296443114e-07,0
M2,0.5,64,aligned_guard_1p1,192,0.00022566044043025255,8.9566024560502e-07,0.48675688231520925,16,16,1.0598284975292653e-06,0
M2,0.5,64,aligned_guard_1p1,193,0.00022658046876282065,9.200283325681023e-07,0.48386710014767575,16,16,1.6087748968471513e-06,0
M2,0.5,64,aligned_guard_1p1,194,0.00022753117230547452,9.507035426538718e-07,0.48793788296114443,18,17,5.128077504326078e-07,0
M2,0.5,64,aligned_guard_1p1,195,0.00022850537780975342,9.742055042788905e-07,0.493727195938531,18,17,9.250792014410399e-07,0
M2,0.5,64,aligned_guard_1p1,196,0.0002294919605950373,9.86582785283899e-07,0.4976913962785465,18,17,1.3861201920481849e-06,0
M2,0.5,64,aligned_guard_1p1,197,0.00023048311976783093,9.911591727936272e-07,0.49842489961552117,18,17,3.344816752552395e-07,0
M2,0.5,64,aligned_guard_1p1,198,0.00023147741115812684,9.942913902959053e-07,0.47806054452460683,15,14,2.671938127288704e-07,0
