model,eta_target,grid,variant,trial,accepted_step_candidate,t_start,dt_try,t_trial,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,solver_converged,violates_guard,accepted
M1,0.5,32,aligned_guard_1p1,13,13,2.1384283767210007e-05,3.1384283767210024e-06,2.452271214393101e-05,0.025020797591709134,5,5,1.7113337663785937e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,14,14,2.452271214393101e-05,3.452271214393103e-06,2.7974983358324114e-05,0.027039958872318234,5,5,2.3145376304283376e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,15,15,2.7974983358324114e-05,3.7974983358324136e-06,3.177248169415653e-05,0.029174885573776198,5,5,3.0978849039383337e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,16,16,3.177248169415653e-05,4.177248169415655e-06,3.5949729863572185e-05,0.03142400894478362,5,5,4.0998749923271406e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,17,17,3.5949729863572185e-05,4.594972986357221e-06,4.0544702849929404e-05,0.03378424138580209,5,5,5.366309951715755e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,18,18,4.0544702849929404e-05,5.0544702849929435e-06,4.559917313492235e-05,0.03625085376683075,5,5,6.945229084595284e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,19,19,4.559917313492235e-05,5.559917313492238e-06,5.115909044841459e-05,0.038817388966682166,5,5,8.885527046327266e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,20,20,5.115909044841459e-05,6.115909044841462e-06,5.727499949325605e-05,0.04147562161986563,5,5,1.1237416534719246e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,21,21,5.727499949325605e-05,6.727499949325609e-06,6.400249944258165e-05,0.044215572851808896,5,5,1.4051302301200028e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,22,22,6.400249944258165e-05,7.40024994425817e-06,7.140274938683982e-05,0.047025586604454536,5,5,1.7370194207869728e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,23,23,7.140274938683982e-05,8.140274938683989e-06,7.954302432552381e-05,0.049892471040353055,6,6,1.588538917286761e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,24,24,7.954302432552381e-05,8.954302432552388e-06,8.84973267580762e-05,0.05280170462227427,6,6,1.9840803030534656e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,25,25,8.84973267580762e-05,9.849732675807628e-06,9.834705943388383e-05,0.055737702135942487,6,6,2.4528255287025523e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,26,26,9.834705943388383e-05,1.0834705943388392e-05,0.00010918176537727222,0.05868413147630266,6,6,2.9896987768028396e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,27,27,0.00010918176537727222,1.1918176537727232e-05,0.00012109994191499945,0.06162426805175072,6,6,3.5904180094389546e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,28,28,0.00012109994191499945,1.3109994191499957e-05,0.0001342099361064994,0.06454137051330996,6,6,4.263626933265752e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,29,29,0.0001342099361064994,1.4420993610649954e-05,0.00014863092971714937,0.0674190596536692,6,6,5.00440621264987e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,30,30,0.00014863092971714937,1.586309297171495e-05,0.00016449402268886432,0.07024168194979376,6,6,5.820953008557851e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,31,31,0.00016449402268886432,1.7449402268886447e-05,0.00018194342495775077,0.07299464040395744,6,6,6.662962141570037e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,32,32,0.00018194342495775077,1.9194342495775094e-05,0.00020113776745352586,0.07566467792673069,6,6,7.567181708830336e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,33,33,0.00020113776745352586,2.1113776745352607e-05,0.00022225154419887848,0.0782401021859968,6,6,8.506240528063472e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,34,34,0.00022225154419887848,2.322515441988787e-05,0.00024547669861876636,0.08071094518505917,6,6,9.450302624314264e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,35,35,0.00024547669861876636,2.554766986187666e-05,0.000271024368480643,0.08306905535033254,6,6,1.0420019970867062e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,36,36,0.000271024368480643,2.8102436848064327e-05,0.00029912680532870735,0.0853081241507872,6,6,1.1372192079138199e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,37,37,0.00029912680532870735,3.091268053287076e-05,0.0003300394858615781,0.08742365286897005,6,6,1.2323295185929553e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,38,38,0.0003300394858615781,3.4003948586157844e-05,0.0003640434344477359,0.08941286785265332,6,6,1.3219330057190714e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,39,39,0.0003640434344477359,3.7404343444773634e-05,0.00040144777789250956,0.09127459428885637,6,6,1.4092420527423785e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,40,40,0.00040144777789250956,4.1144777789251e-05,0.00044259255568176054,0.09300909927588061,6,6,1.4917595920369906e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,41,41,0.00044259255568176054,4.52592555681761e-05,0.00048785181124993667,0.09461791484044996,6,6,1.5674109138560026e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,42,42,0.00048785181124993667,4.978518112499371e-05,0.0005376369923749304,0.09610365073587217,6,6,1.636610553895148e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,43,43,0.0005376369923749304,5.4763699237493086e-05,0.0005924006916124235,0.0974698055706244,6,6,1.697054972810242e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,44,44,0.0005924006916124235,6.02400691612424e-05,0.0006526407607736659,0.09872058325929343,6,6,1.7507069088504838e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,45,45,0.0006526407607736659,6.626407607736664e-05,0.0007189048368510325,0.09986072013878389,6,6,1.7983929555339676e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,46,46,0.0007189048368510325,7.289048368510331e-05,0.0007917953205361358,0.1008953264939113,6,6,1.834534872909711e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,47,47,0.0007917953205361358,8.017953205361364e-05,0.0008719748525897494,0.10182974478772523,6,6,1.8642199051537303e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,48,48,0.0008719748525897494,8.819748525897502e-05,0.0009601723378487245,0.10266942565290821,6,6,1.885763358224843e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,49,49,0.0009601723378487245,9.701723378487253e-05,0.001057189571633597,0.10341982169701146,6,6,1.898778323254858e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,50,50,0.001057189571633597,0.00010671895716335979,0.001163908528796957,0.10408629840556895,6,6,1.9054735120877088e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,51,51,0.001163908528796957,0.00011739085287969578,0.0012812993816766526,0.10467406087457634,6,6,1.9054158017081544e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,52,52,0.0012812993816766526,0.00012912993816766537,0.001410429319844318,0.10518809473803574,6,6,1.8995703913236504e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,53,53,0.001410429319844318,0.00014204293198443192,0.00155247225182875,0.10563311944319992,6,6,1.888370078937993e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,54,54,0.00155247225182875,0.00015624722518287512,0.0017087194770116251,0.10601355193172247,6,6,1.8722026574894408e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,55,55,0.0017087194770116251,0.00017187194770116264,0.0018805914247127878,0.10633347877840901,6,6,1.8523134932059066e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,56,56,0.0018805914247127878,0.00018905914247127894,0.0020696505671840668,0.10659663489557038,6,6,1.830852064563784e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,57,57,0.0020696505671840668,0.00020796505671840686,0.0022776156239024737,0.10680638701216247,6,6,1.8069147212065892e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,58,58,0.0022776156239024737,0.00022876156239024756,0.0025063771862927214,0.10696572027299657,6,6,1.781062865998699e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,59,59,0.0025063771862927214,0.00025163771862927233,0.0027580149049219937,0.10707722647238772,6,6,1.7570879283727e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,60,60,0.0027580149049219937,0.0002768014904921996,0.0030348163954141932,0.10714309264343709,6,6,1.7347395566103468e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,61,61,0.0030348163954141932,0.0003044816395414196,0.0033392980349556127,0.107165088976797,6,6,1.713425642912283e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,62,62,0.0033392980349556127,0.00033492980349556157,0.0036742278384511743,0.10714455534625604,6,6,1.6950357306065518e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,63,63,0.0036742278384511743,0.00036842278384511775,0.004042650622296292,0.1070823860655153,6,6,1.6774057136771603e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,64,64,0.004042650622296292,0.0004052650622296296,0.004447915684525921,0.10697901286156011,6,6,1.661673434976953e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,65,65,0.004447915684525921,0.0004457915684525926,0.004893707252978514,0.10683438636789049,6,6,1.6429632613257386e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,66,66,0.004893707252978514,0.0004903707252978519,0.005384077978276365,0.10664795663758887,6,6,1.6192745508849824e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,67,67,0.005384077978276365,0.0005394077978276372,0.005923485776104002,0.10641865317798482,6,6,1.5881144811659392e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,68,68,0.005923485776104002,0.000593348577610401,0.006516834353714403,0.1075467900569546,6,6,1.5505913723189605e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,69,69,0.006516834353714403,0.0006526834353714411,0.007169517789085845,0.10873512458706737,6,6,1.5337024506926346e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,70,70,0.007169517789085845,0.0007179517789085853,0.00788746956799443,0.11589232670127544,6,6,1.6063874612619766e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,71,71,0.00788746956799443,0.0007897469567994438,0.008677216524793875,0.12892089246654553,6,6,1.8993076569564008e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,72,72,0.008677216524793875,0.0008687216524793883,0.009545938177273262,0.14154848326655414,6,6,2.5283212475256754e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,73,73,0.009545938177273262,0.0009555938177273272,0.01050153199500059,0.15344048484496658,6,6,3.531880146844947e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,74,74,0.01050153199500059,0.00105115319950006,0.01155268519450065,0.1643252304304932,6,6,4.889694900116676e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,75,75,0.01155268519450065,0.001156268519450066,0.012708953713950717,0.17401290050028087,6,6,6.5628397939034e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,76,76,0.012708953713950717,0.0012718953713950728,0.01398084908534579,0.18239962840474572,6,6,8.490369543844051e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,77,77,0.01398084908534579,0.0013990849085345801,0.015379933993880369,0.18945897516860086,6,6,1.0598388011026755e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,78,78,0.015379933993880369,0.0015389933993880383,0.016918927393268408,0.19522541209955294,6,6,1.2792571472555245e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,79,79,0.016918927393268408,0.0016928927393268422,0.01861182013259525,0.19977484025515366,6,6,1.4965552475132494e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,80,80,0.01861182013259525,0.0018621820132595267,0.020474002145854774,0.2032060806463383,6,6,1.6996727703389162e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,81,81,0.020474002145854774,0.0020484002145854797,0.022522402360440254,0.20562562355939684,6,6,1.8755719893550714e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,82,82,0.022522402360440254,0.0022532402360440277,0.024775642596484283,0.20713645458482968,7,7,3.738468510806948e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,83,83,0.024775642596484283,0.0024785642596484307,0.027254206856132713,0.20783080398920908,7,7,3.7647465056338986e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,84,84,0.027254206856132713,0.002726420685613274,0.029980627541745988,0.20778619583997116,7,7,3.596810470407329e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,85,85,0.029980627541745988,0.0029990627541746015,0.032979690295920586,0.2070640407361901,6,6,1.9102595669305087e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,86,86,0.032979690295920586,0.003298969029592062,0.03627865932551265,0.20571004137466492,6,6,1.590472356227452e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,87,87,0.03627865932551265,0.0036288659325512686,0.03990752525806392,0.20375575394211307,6,6,1.112433525906555e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,88,88,0.03990752525806392,0.003991752525806396,0.043899277783870316,0.2179892065944023,6,6,9.498084699208811e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,89,89,0.043899277783870316,0.0043909277783870364,0.048290205562257354,0.2428358230625824,6,6,1.881277664727157e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,90,90,0.048290205562257354,0.004830020556225741,0.0531202261184831,0.2626793763350755,7,7,1.0400531102194001e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,91,91,0.0531202261184831,0.005313022611848316,0.058433248730331414,0.2771974337856822,7,7,1.4653467963537957e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,92,92,0.058433248730331414,0.005844324873033148,0.06427757360336456,0.28669237342822257,7,7,1.8193105278189955e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,93,93,0.06427757360336456,0.006428757360336463,0.07070633096370102,0.29178996558663295,7,7,2.0149845645654958e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,94,94,0.07070633096370102,0.00707163309637011,0.07777796406007113,0.2931934925049649,7,7,1.964503689387844e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,95,95,0.07777796406007113,0.007778796406007121,0.08555676046607825,0.2915413891790136,7,7,1.5846736630561048e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,96,96,0.08555676046607825,0.008556676046607835,0.09411343651268608,0.2873535129226131,7,7,9.339489798565372e-08,True,False,True
M1,0.5,32,aligned_guard_1p1,97,97,0.09411343651268608,0.009412343651268619,0.1035257801639547,0.2831715619874198,7,7,1.3068539085508537e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,98,98,0.1035257801639547,0.010353578016395481,0.11387935818035018,0.32071381176301456,7,7,2.8874700274741644e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,99,99,0.11387935818035018,0.01138893581803503,0.1252682939983852,0.34532328470172013,7,7,4.4223619040705414e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,100,100,0.1252682939983852,0.012527829399838533,0.13779612339822375,0.3578991399841795,7,7,5.203856160572828e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,101,101,0.13779612339822375,0.013780612339822387,0.15157673573804614,0.3607407423354415,7,7,4.7313180283580264e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,102,102,0.15157673573804614,0.015158673573804626,0.16673540931185077,0.35621918663049384,7,7,3.006181885826105e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,103,103,0.16673540931185077,0.01667454093118509,0.18340995024303586,0.3462465746320221,7,7,3.1750763777042395e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,104,104,0.18340995024303586,0.0183419950243036,0.20175194526733947,0.37835444035400323,7,7,6.686252602377886e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,105,105,0.20175194526733947,0.020176194526733963,0.22192813979407344,0.4058269076040405,7,7,8.912102008324775e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,106,106,0.22192813979407344,0.02219381397940736,0.2441219537734808,0.41345779343631767,7,7,7.793408900299663e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,107,107,0.2441219537734808,0.0244131953773481,0.26853514915082893,0.40692983723331855,7,7,4.486734813835033e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,108,108,0.26853514915082893,0.02685451491508291,0.29538966406591183,0.3928864142794566,7,7,7.942641833142788e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,109,109,0.29538966406591183,0.029539966406591206,0.324929630472503,0.440206947503362,7,7,1.214670454799595e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,110,110,0.324929630472503,0.03249396304725033,0.35742359351975334,0.45454257191418773,7,7,1.0147196413189915e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,111,111,0.35742359351975334,0.03574335935197537,0.3931669528717287,0.4460667180519607,7,7,6.750000215942626e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,112,112,0.3931669528717287,0.03931769528717291,0.43248464815890164,0.4468928477153966,7,7,1.3081193093135789e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,113,113,0.43248464815890164,0.043249464815890204,0.47573411297479185,0.48392220169983824,7,7,1.343549589410288e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,114,114,0.47573411297479185,0.04468638209196742,0.5204204950667592,0.4631109424988764,7,7,6.114843337253515e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,115,115,0.5204204950667592,0.048245871551691785,0.568666366618451,0.4380300363040865,7,7,9.710524452027188e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,116,116,0.568666366618451,0.053070458706860967,0.621736825325312,0.48574796422561917,7,7,1.0383274165037851e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,117,117,0.621736825325312,0.05462756677886036,0.6763643921041724,0.46811017419911444,7,7,5.209641419296155e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,118,118,0.6763643921041724,0.058349048781435035,0.7347134408856074,0.4415508447209323,7,7,7.609336714662149e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,119,119,0.7347134408856074,0.06418395365957855,0.7988973945451859,0.48742033645033156,7,7,7.163689297443837e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,120,120,0.7988973945451859,0.06584045520853943,0.8647378497537254,0.4660176963826564,7,7,4.646116149631768e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,121,121,0.8647378497537254,0.07064158262616332,0.9353794323798887,0.45850712483093103,7,7,6.164767655342046e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,122,122,0.9353794323798887,0.07703433469241243,1.0124137670723012,0.48836201475125646,7,7,4.6452662484927385e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,123,123,1.0124137670723012,0.07887011311849192,1.0912838801907931,0.45767502735991233,7,7,4.463521349667628e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,124,124,1.0912838801907931,0.08616388092382089,1.1774477611146141,0.48089468419378634,7,7,4.532409099703142e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,125,125,1.1774477611146141,0.0895870590338023,1.2670348201484165,0.4741458579713941,7,7,3.429105241421492e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,126,126,1.2670348201484165,0.09447204644694716,1.3615068665953636,0.4573512582106811,7,7,3.6902770933919923e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,127,127,1.3615068665953636,0.1032817170073556,1.4647885836027192,0.4880381178204497,7,7,3.176510939542405e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,128,128,1.4647885836027192,0.10581316626312494,1.5706017498658442,0.4553702806032209,7,7,3.092613138675702e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,129,129,1.5706017498658442,0.1161836540177327,1.686785403883577,0.48865856095535914,7,7,2.839396637640777e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,130,130,1.686785403883577,0.11888019908070997,1.805665602964287,0.4636729233555913,7,7,2.590587820238665e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,131,131,1.805665602964287,0.128194027613664,1.933859630577951,0.48161758060342025,7,7,2.2482589390719244e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,132,132,1.933859630577951,0.13308694779481395,2.066946578372765,0.46777981761408705,7,7,2.1799937848875541e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,133,133,2.066946578372765,0.14225383693724164,2.2092004153100064,0.477691083866677,7,7,1.88481040976192e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,134,134,2.2092004153100064,0.1488973122397073,2.3580977275497137,0.46934756962501606,7,7,1.863409602708056e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,135,135,2.3580977275497137,0.15862158651281438,2.516719314062528,0.4773804447374654,7,7,1.61327487816792e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,136,136,2.516719314062528,0.16613749920155202,2.68285681326408,0.46792057586498204,7,7,1.5640265682785914e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,137,137,2.68285681326408,0.17752745633640482,2.860384269600485,0.4797196368729359,7,7,1.4137300061174467e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,138,138,2.860384269600485,0.1850325092939929,3.0454167788944777,0.46344802249192524,7,7,1.2975611303497068e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,139,139,3.0454167788944777,0.19962595621736284,3.2450427351118405,0.4831782707724452,7,7,1.3595154325594687e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,140,140,3.2450427351118405,0.20657588336725674,3.451618618479097,0.4773624683743467,7,7,1.6175112415192457e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,141,141,3.451618618479097,0.21637214596148385,3.667990764440581,0.49083311457500867,7,7,1.0088589966101355e-07,True,False,True
M1,0.5,32,aligned_guard_1p1,142,142,3.667990764440581,0.2204131501486317,3.8884039145892126,0.48002333100482325,6,6,1.7859929817168927e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,143,143,3.8884039145892126,0.2295858720942222,4.1179897866834345,0.4743124737354713,6,6,1.536834747662205e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,144,144,4.1179897866834345,0.24201964401874923,4.360009430702184,0.4859373667571095,6,6,1.3931219813724095e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,145,145,4.360009430702184,0.2490234962109017,4.609032926913086,0.46688842484977733,6,6,1.1414284807153098e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,146,146,4.609032926913086,0.2666841615221299,4.8757170884352155,0.485919639501577,6,6,1.052047476117721e-06,True,False,True
M1,0.5,32,aligned_guard_1p1,147,147,4.8757170884352155,0.12428291156478455,5.0,0.2480052434202693,5,5,1.1029141047554613e-06,True,False,True
