variant,eta_target,grid,step,time,dt,eta_measured,linear_iters,nonlinear_iters,linear_per_nonlinear,residual
jacobi_5_5,0.5,128,1,1e-06,1e-06,6.397447909002111e-05,3,3,1.0,1.4878348527931444e-09
jacobi_5_5,0.5,128,2,2.1000000000000002e-06,1.1e-06,7.037521716402158e-05,3,3,1.0,1.0169191661114528e-09
jacobi_5_5,0.5,128,3,3.3100000000000005e-06,1.21e-06,7.741671975989458e-05,3,3,1.0,1.578639395331053e-09
jacobi_5_5,0.5,128,4,4.641000000000001e-06,1.3310000000000003e-06,8.516320830722475e-05,3,3,1.0,1.3159177634263513e-09
jacobi_5_5,0.5,128,5,6.105100000000001e-06,1.4641000000000003e-06,9.368535679939115e-05,3,3,1.0,1.256707342066839e-09
jacobi_5_5,0.5,128,6,7.715610000000002e-06,1.6105100000000006e-06,0.00010306094343052564,3,3,1.0,1.875153144077465e-09
jacobi_5_5,0.5,128,7,9.487171000000002e-06,1.7715610000000007e-06,0.00011337556873356939,3,3,1.0,2.4440448154773475e-09
jacobi_5_5,0.5,128,8,1.1435888100000002e-05,1.948717100000001e-06,0.00012472344714872208,3,3,1.0,2.6434746679203233e-09
jacobi_5_5,0.5,128,9,1.3579476910000003e-05,2.1435888100000012e-06,0.00013720827970459365,3,3,1.0,3.716792277890298e-09
jacobi_5_5,0.5,128,10,1.5937424601000003e-05,2.3579476910000015e-06,0.00015094421633241473,3,3,1.0,5.10170343059156e-09
jacobi_5_5,0.5,128,11,1.8531167061100006e-05,2.5937424601000017e-06,0.00016605691727089602,3,3,1.0,6.553064830328401e-09
jacobi_5_5,0.5,128,12,2.1384283767210007e-05,2.853116706110002e-06,0.00018268472406797432,3,3,1.0,8.706783380839607e-09
jacobi_5_5,0.5,128,13,2.452271214393101e-05,3.1384283767210024e-06,0.0002009799518628055,3,3,1.0,1.1535297443300464e-08
jacobi_5_5,0.5,128,14,2.7974983358324114e-05,3.452271214393103e-06,0.00022111031594707826,3,3,1.0,1.554259015163235e-08
jacobi_5_5,0.5,128,15,3.177248169415653e-05,3.7974983358324136e-06,0.00024326050708967925,3,3,1.0,2.0426188589172842e-08
jacobi_5_5,0.5,128,16,3.5949729863572185e-05,4.177248169415655e-06,0.0002676339317723596,3,3,1.0,2.7421198661779438e-08
jacobi_5_5,0.5,128,17,4.0544702849929404e-05,4.594972986357221e-06,0.0002944546353688254,3,3,1.0,3.657278417974104e-08
jacobi_5_5,0.5,128,18,4.559917313492235e-05,5.0544702849929435e-06,0.0003239694284155822,3,3,1.0,4.894594274173473e-08
